estacion,anio,semana,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,WDR_E,WDR_N,WDR_NE,WDR_NO,WDR_O,WDR_S,WDR_SE,WDR_SO,ndvi_mediana
NE3,2021,2021-03-15,0.205,4.7,6.4,10.8,36.55,48.0,,731.5,0.0,36.0,2.9,0.010499999999999999,20.9,7.65,122.5,0.36904761904761907,0.041666666666666664,0.005952380952380952,0.1130952380952381,0.08928571428571429,0.06547619047619048,0.27976190476190477,0.03571428571428571,0.1824074015021324
NE3,2021,2021-03-22,0.274,4.5,6.8,10.7,36.8,52.0,,725.0,0.0,42.0,3.1,0.0055,22.8,8.1,130.0,0.24404761904761904,0.08333333333333333,0.005952380952380952,0.19047619047619047,0.10714285714285714,0.011904761904761904,0.34523809523809523,0.005952380952380952,0.196462407708168
NE3,2021,2021-03-29,0.295,5.6,6.1,11.3,33.849999999999994,20.0,,734.0,0.0,66.0,2.8,0.004,17.45,8.4,120.0,0.3392857142857143,0.047619047619047616,0.011904761904761904,0.10714285714285714,0.03571428571428571,0.041666666666666664,0.3630952380952381,0.017857142857142856,0.2002495378255844
NE3,2021,2021-04-05,0.433,5.3,6.2,10.8,34.150000000000006,38.5,,724.0,0.0,43.0,3.2,0.0405,25.8,9.7,126.5,0.27976190476190477,0.08333333333333333,0.011904761904761904,0.125,0.10714285714285714,0.041666666666666664,0.3392857142857143,0.011904761904761904,0.2091428637504577
NE3,2021,2021-04-12,0.617,6.1,5.6,10.9,26.9,33.0,,726.0,0.0,68.0,2.9,0.009,24.5,9.45,111.0,0.5476190476190477,0.041666666666666664,0.005952380952380952,0.10119047619047619,0.011904761904761904,0.017857142857142856,0.27380952380952384,0.0,0.1339375674724578
NE3,2021,2021-04-19,0.447,5.5,7.0,12.0,39.3,24.0,,729.0,0.0,56.0,2.8,0.023,22.75,9.3,110.0,0.5389221556886228,0.017964071856287425,0.017964071856287425,0.08982035928143713,0.0658682634730539,0.005988023952095809,0.25748502994011974,0.005988023952095809,0.1726556494832039
NE3,2021,2021-04-26,0.653,5.9,6.9,12.3,32.2,29.0,,725.0,0.0,54.0,3.1,0.0345,26.2,9.7,118.0,0.375,0.10714285714285714,0.02976190476190476,0.22023809523809523,0.047619047619047616,0.011904761904761904,0.20238095238095238,0.0,0.2021089643239975
NE3,2021,2021-05-03,0.44,5.2,6.25,11.149999999999999,37.45,30.0,,728.0,0.0,52.5,3.2,0.035500000000000004,27.4,8.95,119.0,0.35119047619047616,0.10119047619047619,0.011904761904761904,0.07738095238095238,0.05952380952380952,0.08333333333333333,0.2916666666666667,0.017857142857142856,0.2091888040304184
NE3,2021,2021-05-10,0.179,5.2,5.7,10.4,27.5,15.0,,729.0,0.0,72.5,3.1,0.025,23.700000000000003,8.95,122.5,0.3333333333333333,0.017857142857142856,0.02976190476190476,0.16666666666666666,0.05357142857142857,0.047619047619047616,0.34523809523809523,0.005952380952380952,-0.0206711404025554
NE3,2021,2021-05-17,0.134,7.0,5.3,11.8,39.3,25.0,,727.0,0.0,64.0,2.7,0.047,25.6,10.2,107.5,0.5654761904761905,0.041666666666666664,0.017857142857142856,0.023809523809523808,0.041666666666666664,0.017857142857142856,0.2916666666666667,0.0,0.2689138650894165
NE3,2021,2021-05-24,0.119,8.3,4.6,12.25,24.950000000000003,28.0,,729.0,0.0,68.0,2.4,0.023,26.2,11.5,109.0,0.5773809523809523,0.0,0.005952380952380952,0.005952380952380952,0.0,0.023809523809523808,0.38095238095238093,0.005952380952380952,0.0065390751697123
NE3,2021,2021-06-07,0.104,8.8,4.8,12.9,25.8,28.0,,727.0,0.0,59.5,2.4,0.096,29.799999999999997,11.3,106.0,0.6845238095238095,0.0,0.0,0.005952380952380952,0.0,0.005952380952380952,0.30357142857142855,0.0,0.314691960811615
NE3,2021,2021-06-14,0.099,8.5,6.1,14.0,34.45,26.0,,729.0,0.0,53.0,2.6,0.0665,28.65,6.35,111.5,0.4583333333333333,0.023809523809523808,0.041666666666666664,0.08928571428571429,0.08333333333333333,0.041666666666666664,0.24404761904761904,0.017857142857142856,0.279394656419754
NE3,2021,2021-06-28,0.089,9.0,4.9,13.1,22.8,12.0,,728.0,0.0,70.0,2.4,0.055,26.65,6.55,105.0,0.6369047619047619,0.005952380952380952,0.047619047619047616,0.023809523809523808,0.011904761904761904,0.005952380952380952,0.25595238095238093,0.005952380952380952,0.2563492134213447
NE3,2021,2021-07-05,0.113,9.4,5.1,13.8,21.95,17.0,,728.0,0.0,77.0,2.4,0.0315,25.9,7.4,119.5,0.31547619047619047,0.11904761904761904,0.05357142857142857,0.18452380952380953,0.02976190476190476,0.023809523809523808,0.26785714285714285,0.005952380952380952,0.4382393360137939
NE3,2021,2021-07-12,0.0975,9.05,4.6,13.0,18.15,40.0,,732.0,0.0,71.0,2.2,0.061,25.4,10.45,107.0,0.30357142857142855,0.0,0.005952380952380952,0.0,0.0,0.0,0.19047619047619047,0.0,0.2897896021604538
NE3,2021,2021-07-19,0.135,9.350000000000001,5.5,14.5,21.9,28.0,,731.0,0.0,67.0,9.2,0.0,27.0,9.25,106.0,0.23214285714285715,0.0,0.023809523809523808,0.005952380952380952,0.0,0.011904761904761904,0.14285714285714285,0.005952380952380952,0.3282442688941955
NE3,2021,2021-07-26,0.1145,8.8,5.1,13.4,22.9,22.0,,730.0,0.0,62.0,2.4,0.042,28.2,7.65,107.0,0.5595238095238095,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.011904761904761904,0.2339622676372528
NE3,2021,2021-08-02,0.143,9.2,6.1,14.7,20.450000000000003,21.0,,730.0,0.0,70.0,2.3,0.0175,26.6,5.7,120.5,0.3333333333333333,0.047619047619047616,0.05357142857142857,0.16666666666666666,0.047619047619047616,0.02976190476190476,0.2976190476190476,0.023809523809523808,0.2253428325057029
NE3,2021,2021-08-09,0.127,8.6,4.4,12.0,22.5,21.0,,730.0,0.0,58.0,2.3,0.0,28.5,12.1,108.0,0.35119047619047616,0.0,0.0,0.0,0.0,0.005952380952380952,0.22023809523809523,0.0,0.3576460778713226
NE3,2021,2021-08-16,0.129,8.8,4.2,12.2,22.5,18.0,,728.0,0.0,60.0,2.3,0.0,29.4,11.9,113.0,0.39285714285714285,0.0,0.0,0.0,0.0,0.011904761904761904,0.3869047619047619,0.0,0.3893709182739258
NE3,2021,2021-08-23,0.133,8.3,4.9,12.6,20.2,36.0,,728.0,0.0,51.5,2.3,0.019,29.200000000000003,9.9,108.5,0.5892857142857143,0.011904761904761904,0.0,0.017857142857142856,0.047619047619047616,0.011904761904761904,0.27380952380952384,0.023809523809523808,0.1654135286808014
