anio,date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
2023,2023-08-22 10:00:00,0.64,4.5,9.1,13.4,34.0,75.0,,708.4,0.0,,3.1,0.213,27.99,11.9,256.0
2023,2023-08-22 11:00:00,0.62,4.0,7.1,11.0,39.0,40.0,,708.3,0.0,,2.6,0.314,27.72,9.9,238.0
2023,2023-08-22 12:00:00,0.59,4.1,6.7,10.6,41.0,36.0,,707.6,0.0,,2.5,0.42,28.8,17.4,240.0
2023,2023-08-22 13:00:00,0.56,3.9,5.6,9.4,42.0,36.0,,706.8,0.0,,2.4,0.578,30.47,17.0,250.0
2023,2023-08-22 14:00:00,0.55,3.5,5.2,8.5,38.0,32.0,,706.5,0.0,,2.3,0.19,29.76,15.1,272.0
2023,2023-08-22 15:00:00,0.56,4.0,6.6,10.5,34.0,32.0,,706.3,0.0,,2.2,0.19,29.18,16.8,241.0
2023,2023-08-22 16:00:00,0.6,4.2,9.1,13.2,30.0,41.0,,706.2,0.0,,2.9,0.139,28.2,7.2,44.0
2023,2023-08-22 17:00:00,0.53,3.3,4.0,7.2,36.0,62.0,,706.1,0.0,,2.7,0.168,28.43,16.6,283.0
2023,2023-08-22 18:00:00,0.54,3.8,5.4,9.0,36.0,20.0,,706.1,0.0,,2.3,0.137,27.52,19.0,269.0
2023,2023-08-22 19:00:00,0.59,4.3,8.5,12.7,32.0,34.0,,706.2,0.0,,2.2,0.063,26.46,22.0,249.0
2023,2023-08-22 20:00:00,0.62,4.0,11.6,15.5,28.0,61.0,,706.3,0.0,,2.1,0.0,25.58,18.4,251.0
2023,2023-08-22 21:00:00,0.6,3.6,11.5,15.0,31.0,25.0,,706.8,0.0,,2.1,0.0,25.61,16.7,249.0
2023,2023-08-22 22:00:00,0.59,3.5,11.6,15.0,32.0,17.0,,707.1,0.0,,2.2,0.0,25.65,16.5,245.0
2023,2023-08-22 23:00:00,0.62,3.4,15.7,19.0,26.0,23.0,,707.7,0.0,,2.1,0.0,25.45,10.2,236.0
2023,2023-08-23 00:00:00,0.58,3.5,14.5,17.9,25.0,21.0,,707.9,0.0,,2.1,0.0,25.07,9.1,235.0
2023,2023-08-23 01:00:00,0.55,3.1,14.6,17.5,24.0,17.0,,707.8,0.0,,2.1,0.0,24.63,5.1,245.0
2023,2023-08-23 02:00:00,0.56,2.7,12.2,14.8,24.0,11.0,,707.6,0.0,,2.1,0.0,24.81,5.5,10.0
2023,2023-08-23 03:00:00,0.69,2.7,9.9,12.5,24.0,24.0,,707.5,0.0,,2.8,0.0,24.76,8.8,54.0
2023,2023-08-23 04:00:00,0.56,,8.4,10.9,25.0,39.0,,707.5,0.0,,3.3,0.0,24.22,12.0,19.0
2023,2023-08-23 05:00:00,0.54,,8.1,10.7,25.0,25.0,,707.8,0.0,,2.8,0.0,24.01,11.2,28.0
2023,2023-08-23 06:00:00,0.56,2.9,11.0,13.7,21.0,23.0,,708.1,0.0,,3.2,0.0,23.66,9.6,23.0
2023,2023-08-23 07:00:00,0.58,3.1,10.4,13.4,23.0,25.0,,708.6,0.0,,3.2,0.002,23.84,6.4,35.0
2023,2023-08-23 08:00:00,0.68,7.3,18.7,25.9,15.0,25.0,,709.0,0.0,,2.8,0.057,24.01,10.2,26.0
2023,2023-08-23 09:00:00,0.68,7.0,15.6,22.5,20.0,37.0,,709.3,0.0,,2.5,0.106,24.62,9.9,19.0
2023,2023-08-23 10:00:00,0.7,5.2,12.6,17.6,29.0,92.0,,709.5,0.0,,2.8,0.163,25.79,10.4,28.0
2023,2023-08-23 11:00:00,0.67,4.5,8.6,13.0,41.0,56.0,,709.3,0.0,,2.6,0.427,27.59,9.8,29.0
2023,2023-08-23 12:00:00,0.66,3.5,8.0,11.3,51.0,43.0,,709.3,0.0,,2.8,0.304,28.43,11.0,44.0
2023,2023-08-23 13:00:00,0.64,3.2,6.9,10.0,56.0,39.0,,708.9,0.0,,3.8,0.429,29.58,12.9,65.0
2023,2023-08-23 14:00:00,0.63,3.4,7.7,11.0,58.0,61.0,,708.3,0.0,,4.9,0.55,30.6,14.2,85.0
2023,2023-08-23 15:00:00,0.62,3.5,6.6,10.0,58.0,71.0,,707.7,0.0,,3.4,0.63,32.01,15.3,81.0
2023,2023-08-23 16:00:00,0.63,3.2,5.6,8.7,57.0,66.0,,707.1,0.0,,3.4,0.538,32.4,15.7,80.0
2023,2023-08-23 17:00:00,0.61,3.4,6.8,10.0,56.0,57.0,,706.7,0.0,,3.4,0.35,32.63,15.4,76.0
2023,2023-08-23 18:00:00,0.6,3.3,7.3,10.5,52.0,66.0,,706.8,0.0,,3.5,0.248,32.59,16.9,77.0
2023,2023-08-23 19:00:00,0.67,3.3,10.6,13.8,42.0,57.0,,707.3,0.0,,2.8,0.078,29.82,21.0,89.0
2023,2023-08-23 20:00:00,0.65,2.8,8.5,11.2,36.0,206.0,,708.0,0.0,,2.6,0.0,27.9,18.8,73.0
2023,2023-08-23 21:00:00,0.71,2.8,8.1,10.7,35.0,32.0,,708.5,0.0,,3.2,0.0,27.42,12.9,60.0
2023,2023-08-23 22:00:00,0.68,,7.8,10.5,32.0,33.0,,709.0,0.0,,4.1,0.0,27.0,11.4,50.0
2023,2023-08-23 23:00:00,0.68,3.0,13.9,16.7,21.0,31.0,,709.2,0.0,,3.2,0.0,26.49,11.5,32.0
2023,2023-08-24 00:00:00,0.65,2.9,13.9,16.7,18.0,31.0,,709.2,0.0,,2.7,0.0,25.83,13.9,23.0
2023,2023-08-24 01:00:00,0.59,2.9,11.3,14.0,18.0,27.0,,709.0,0.0,,2.5,0.0,25.2,14.7,22.0
2023,2023-08-24 02:00:00,0.58,2.9,10.9,13.6,16.0,23.0,,708.7,0.0,,2.3,0.0,24.81,16.6,16.0
2023,2023-08-24 03:00:00,0.58,2.9,9.9,12.6,18.0,27.0,,708.6,0.0,,2.3,0.0,24.59,15.1,21.0
2023,2023-08-24 04:00:00,0.57,2.8,8.3,10.9,20.0,24.0,,708.5,0.0,,2.4,0.0,24.43,12.3,25.0
2023,2023-08-24 05:00:00,0.57,2.9,8.7,11.5,18.0,17.0,,708.6,0.0,,2.3,0.0,24.13,13.1,21.0
2023,2023-08-24 06:00:00,0.58,3.2,8.8,11.9,17.0,29.0,,709.1,0.0,,2.3,0.0,23.8,10.8,21.0
2023,2023-08-24 07:00:00,0.59,3.6,8.9,12.3,16.0,25.0,,709.6,0.0,,2.3,0.021,23.94,10.4,17.0
2023,2023-08-24 08:00:00,0.6,4.8,7.9,12.6,19.0,26.0,,709.9,0.0,,2.3,0.137,24.68,9.1,18.0
2023,2023-08-24 09:00:00,0.64,5.2,6.9,12.0,25.0,31.0,,709.8,0.0,,2.5,0.345,26.87,7.9,44.0
2023,2023-08-24 10:00:00,0.69,6.6,9.2,15.8,28.0,33.0,,710.0,0.0,,3.0,0.533,28.69,9.9,52.0
2023,2023-08-24 11:00:00,0.73,5.3,9.7,14.9,38.0,42.0,,710.1,0.0,,2.9,0.59,29.61,12.3,53.0
2023,2023-08-24 12:00:00,0.63,3.3,6.1,9.3,47.0,54.0,,709.8,0.0,,3.1,0.686,31.11,14.3,69.0
2023,2023-08-24 13:00:00,0.56,3.0,4.6,7.4,49.0,64.0,,709.3,0.0,,3.6,0.759,32.33,16.3,63.0
2023,2023-08-24 14:00:00,0.54,3.0,4.0,6.9,45.0,87.0,,708.5,0.0,,3.6,0.773,33.53,17.5,70.0
2023,2023-08-24 15:00:00,0.49,3.1,4.1,7.0,45.0,102.0,,707.9,0.0,,3.5,0.707,34.54,18.5,69.0
2023,2023-08-24 16:00:00,0.5,3.2,4.6,7.7,47.0,130.0,,707.6,0.0,,3.8,0.58,34.96,18.3,69.0
2023,2023-08-24 17:00:00,0.51,3.4,5.2,8.5,46.0,156.0,,707.5,0.0,,3.3,0.419,34.71,18.6,71.0
2023,2023-08-24 18:00:00,0.53,3.4,6.1,9.4,45.0,128.0,,707.5,0.0,,3.2,0.246,34.2,16.2,67.0
2023,2023-08-24 19:00:00,0.57,3.0,7.5,10.4,42.0,91.0,,707.5,0.0,,3.1,0.062,33.11,15.9,73.0
2023,2023-08-24 20:00:00,0.6,3.0,9.9,12.7,37.0,64.0,,707.8,0.0,,2.7,0.0,31.64,13.2,62.0
2023,2023-08-24 21:00:00,0.62,2.8,10.1,12.7,36.0,69.0,,708.1,0.0,,2.5,0.0,30.95,15.2,66.0
2023,2023-08-24 22:00:00,0.65,2.9,14.0,16.7,33.0,64.0,,708.5,0.0,,2.4,0.0,30.41,12.6,68.0
2023,2023-08-24 23:00:00,0.63,2.8,9.7,12.3,30.0,66.0,,708.8,0.0,,2.5,0.0,29.46,18.9,75.0
2023,2023-08-25 00:00:00,0.61,2.8,6.5,9.2,25.0,84.0,,709.0,0.0,,2.2,0.0,28.16,17.1,72.0
2023,2023-08-25 01:00:00,0.65,,7.5,10.1,22.0,53.0,,708.9,0.0,,2.5,0.0,27.85,9.5,44.0
2023,2023-08-25 02:00:00,0.63,2.9,8.9,11.7,18.0,52.0,,708.7,0.0,,3.4,0.0,27.1,10.0,31.0
2023,2023-08-25 03:00:00,0.57,2.8,8.3,11.0,17.0,54.0,,708.2,0.0,,2.6,0.0,26.17,13.0,22.0
2023,2023-08-25 04:00:00,0.56,2.9,10.2,12.9,13.0,47.0,,708.0,0.0,,2.4,0.0,25.45,10.3,23.0
2023,2023-08-25 05:00:00,0.57,2.9,9.4,12.2,12.0,45.0,,708.1,0.0,,2.6,0.0,24.55,6.0,70.0
2023,2023-08-25 06:00:00,0.6,3.3,11.3,14.5,10.0,54.0,,708.3,0.0,,2.8,0.0,24.19,3.2,26.0
2023,2023-08-25 07:00:00,0.64,6.6,11.1,17.5,10.0,58.0,,708.4,0.0,,2.7,0.021,24.28,2.7,303.0
2023,2023-08-25 08:00:00,0.78,15.1,12.8,27.8,12.0,67.0,,708.6,0.0,,2.7,0.15,25.67,6.3,260.0
2023,2023-08-25 09:00:00,0.75,11.0,13.2,24.1,20.0,87.0,,708.9,0.0,,2.9,0.327,28.71,3.5,321.0
2023,2023-08-25 10:00:00,0.62,5.1,8.0,12.9,34.0,96.0,,708.9,0.0,,2.8,0.495,30.43,7.1,32.0
2023,2023-08-25 11:00:00,0.59,3.8,6.1,9.8,46.0,102.0,,709.0,0.0,,2.9,0.642,32.06,10.5,48.0
2023,2023-08-25 12:00:00,0.57,3.1,4.7,7.7,53.0,63.0,,708.6,0.0,,3.0,0.735,33.39,12.3,50.0
2023,2023-08-25 13:00:00,0.57,3.0,4.8,7.7,59.0,63.0,,708.0,0.0,,4.0,0.679,34.04,13.7,42.0
2023,2023-08-25 14:00:00,0.58,3.2,5.7,8.8,61.0,61.0,,707.6,0.0,,3.4,0.768,34.99,14.2,73.0
2023,2023-08-25 15:00:00,0.56,3.3,5.3,8.5,56.0,109.0,,707.1,0.0,,2.6,0.696,35.6,14.8,72.0
2023,2023-08-25 16:00:00,0.57,3.4,5.2,8.4,55.0,50.0,,706.8,0.0,,2.6,0.582,35.7,16.9,83.0
2023,2023-08-25 17:00:00,0.56,3.5,6.4,9.7,53.0,,,706.7,0.0,,2.4,0.422,35.38,18.1,84.0
2023,2023-08-25 18:00:00,0.56,3.2,6.4,9.4,51.0,94.0,,706.6,0.0,,2.4,0.244,34.86,15.8,74.0
2023,2023-08-25 19:00:00,0.58,3.0,8.9,11.8,46.0,45.0,,706.7,0.0,,2.4,0.071,33.87,15.1,75.0
2023,2023-08-25 20:00:00,0.68,3.2,10.6,13.6,37.0,55.0,,707.2,0.0,,2.5,0.0,31.35,20.4,84.0
2023,2023-08-25 21:00:00,0.66,2.9,10.5,13.3,33.0,219.0,,707.8,0.0,,2.3,0.0,29.7,16.2,80.0
2023,2023-08-25 22:00:00,0.7,2.8,11.4,14.1,32.0,46.0,,708.3,0.0,,2.3,0.0,29.17,12.4,71.0
2023,2023-08-25 23:00:00,0.83,2.7,8.2,10.8,35.0,44.0,,708.6,0.0,,11.0,0.0,28.82,12.1,35.0
2023,2023-08-26 00:00:00,0.69,2.8,10.4,12.9,30.0,50.0,,708.5,0.0,,3.7,0.0,27.99,11.6,20.0
2023,2023-08-26 01:00:00,0.65,2.8,13.4,16.0,24.0,47.0,,708.5,0.0,,2.8,0.0,27.08,12.2,15.0
2023,2023-08-26 02:00:00,0.61,2.7,9.9,12.4,26.0,50.0,,708.2,0.0,,3.1,0.0,26.46,9.9,23.0
2023,2023-08-26 03:00:00,0.63,2.6,8.5,10.9,26.0,31.0,,707.9,0.0,,3.5,0.0,26.08,5.4,41.0
2023,2023-08-26 04:00:00,0.64,2.6,8.9,11.4,23.0,35.0,,707.9,0.0,,3.0,0.0,25.43,5.8,38.0
2023,2023-08-26 05:00:00,0.7,3.8,17.3,21.0,14.0,41.0,,707.8,0.0,,3.5,0.0,24.79,3.6,110.0
2023,2023-08-26 06:00:00,0.67,5.1,20.4,25.5,11.0,44.0,,708.2,0.0,,3.2,0.0,24.67,3.0,64.0
2023,2023-08-26 07:00:00,0.64,4.1,14.3,18.2,18.0,46.0,,708.7,0.0,,3.0,0.012,24.32,2.6,105.0
2023,2023-08-26 08:00:00,0.79,8.8,17.6,26.3,19.0,50.0,,709.0,0.0,,4.3,0.148,26.4,2.6,72.0
2023,2023-08-26 09:00:00,0.68,4.9,9.0,13.7,34.0,64.0,,708.9,0.0,,5.7,0.325,28.51,2.6,57.0
2023,2023-08-26 10:00:00,0.69,5.4,9.9,15.3,38.0,49.0,,708.9,0.0,,6.1,0.493,30.05,7.2,47.0
2023,2023-08-26 11:00:00,0.67,5.5,10.6,16.0,44.0,55.0,,708.9,0.0,,3.7,0.638,31.41,9.5,62.0
2023,2023-08-26 12:00:00,0.66,4.3,9.1,13.3,52.0,72.0,,708.5,0.0,,4.1,0.732,32.68,10.2,58.0
2023,2023-08-26 13:00:00,0.58,3.5,5.9,9.3,54.0,57.0,,707.8,0.0,,3.7,0.749,33.77,11.0,70.0
2023,2023-08-26 14:00:00,0.6,3.0,5.5,8.4,63.0,60.0,,707.2,0.0,,4.8,0.61,34.7,10.6,53.0
2023,2023-08-26 15:00:00,0.64,3.3,8.4,11.6,62.0,50.0,,706.7,0.0,,3.2,0.399,34.14,12.8,91.0
2023,2023-08-26 16:00:00,0.65,3.4,8.6,11.8,49.0,71.0,,706.5,0.0,,2.8,0.138,32.53,14.8,67.0
2023,2023-08-26 17:00:00,0.59,3.3,6.7,9.8,47.0,100.0,,706.4,0.0,,4.3,0.252,32.22,9.7,24.0
2023,2023-08-26 18:00:00,0.61,3.5,8.1,11.6,43.0,39.0,,706.2,0.0,,4.8,0.239,33.81,12.3,68.0
2023,2023-08-26 19:00:00,0.65,3.1,9.1,12.1,39.0,44.0,,706.3,0.0,,2.7,0.026,32.46,12.0,76.0
2023,2023-08-26 20:00:00,0.67,2.8,8.1,10.8,37.0,43.0,,706.7,0.0,,2.6,0.0,31.58,14.6,76.0
2023,2023-08-26 21:00:00,0.7,2.9,8.8,11.6,34.0,49.0,,707.2,0.0,,2.8,0.0,30.97,16.1,82.0
2023,2023-08-26 22:00:00,0.77,2.8,9.7,12.4,31.0,56.0,,707.8,0.0,,2.8,0.0,28.88,13.1,64.0
2023,2023-08-26 23:00:00,0.73,2.9,10.1,12.8,28.0,70.0,,707.9,0.0,,3.5,0.0,28.05,13.0,17.0
2023,2023-08-27 00:00:00,0.7,2.9,11.4,14.2,25.0,47.0,,708.0,0.0,,3.0,0.0,27.12,12.1,12.0
2023,2023-08-27 01:00:00,0.71,3.0,11.7,14.6,22.0,41.0,,707.8,0.0,,2.9,0.0,26.68,7.6,25.0
2023,2023-08-27 02:00:00,0.69,2.8,12.5,15.2,19.0,53.0,,707.6,0.0,,2.7,0.0,25.93,7.2,23.0
2023,2023-08-27 03:00:00,0.63,2.8,13.3,16.0,19.0,57.0,,707.2,0.0,,2.5,0.0,25.56,8.2,15.0
2023,2023-08-27 04:00:00,0.61,2.7,10.5,13.1,24.0,44.0,,707.1,0.0,,2.4,0.0,25.35,5.8,25.0
2023,2023-08-27 05:00:00,0.61,2.6,8.8,11.2,26.0,32.0,,707.2,0.0,,2.5,0.0,25.3,2.8,14.0
2023,2023-08-27 06:00:00,0.63,3.2,13.5,16.5,18.0,29.0,,707.5,0.0,,2.6,0.0,25.31,2.6,298.0
2023,2023-08-27 07:00:00,0.7,6.9,17.3,24.1,13.0,36.0,,707.8,0.0,,2.6,0.014,25.03,2.6,269.0
2023,2023-08-27 08:00:00,0.68,7.5,14.7,22.1,18.0,40.0,,708.1,0.0,,2.9,0.181,26.84,2.6,273.0
2023,2023-08-27 09:00:00,0.81,11.8,17.5,29.2,20.0,40.0,,708.2,0.0,,3.5,0.242,28.19,,347.0
2023,2023-08-27 10:00:00,0.68,7.6,12.1,19.6,32.0,91.0,,708.2,0.0,,5.4,0.529,30.35,6.1,54.0
2023,2023-08-27 11:00:00,0.62,4.4,7.7,12.1,45.0,64.0,,707.9,0.0,,4.1,0.683,32.0,8.8,88.0
2023,2023-08-27 12:00:00,0.61,3.5,6.2,9.6,53.0,49.0,,707.4,0.0,,3.1,0.575,32.39,11.9,111.0
2023,2023-08-27 13:00:00,0.6,3.0,4.9,7.8,60.0,43.0,,706.9,0.0,,3.1,0.633,33.66,12.8,89.0
2023,2023-08-27 14:00:00,0.55,2.9,3.8,6.5,57.0,49.0,,706.2,0.0,,2.9,0.776,35.13,11.8,70.0
2023,2023-08-27 15:00:00,0.55,3.0,4.0,6.9,55.0,37.0,,705.6,0.0,,2.7,0.717,36.02,14.4,81.0
2023,2023-08-27 16:00:00,0.56,3.1,4.4,7.3,57.0,53.0,,705.0,0.0,,2.6,0.609,36.45,15.2,86.0
2023,2023-08-27 17:00:00,0.54,3.0,4.1,6.9,53.0,57.0,,704.8,0.0,,2.5,0.344,35.93,15.0,89.0
2023,2023-08-27 18:00:00,0.58,3.0,4.9,7.7,49.0,39.0,,704.6,0.0,,2.4,0.099,34.83,14.8,78.0
2023,2023-08-27 19:00:00,0.6,,,,43.0,34.0,,704.8,0.0,,2.8,0.037,33.8,15.6,81.0
2023,2023-08-27 20:00:00,0.69,3.1,8.9,11.9,37.0,26.0,,705.2,0.0,,3.2,0.0,32.79,13.9,84.0
2023,2023-08-27 21:00:00,0.73,3.0,11.0,13.9,33.0,35.0,,705.8,0.0,,2.5,0.0,31.67,7.9,72.0
2023,2023-08-27 22:00:00,0.85,3.0,14.6,17.5,25.0,34.0,,706.3,0.0,,2.7,0.0,30.73,6.3,32.0
2023,2023-08-27 23:00:00,0.76,2.9,10.1,12.8,30.0,46.0,,706.7,0.0,,2.6,0.0,30.25,10.9,10.0
2023,2023-08-28 00:00:00,0.67,2.8,9.6,12.2,31.0,37.0,,706.6,0.0,,2.5,0.0,29.75,10.3,25.0
2023,2023-08-28 01:00:00,0.66,2.7,10.4,13.0,29.0,42.0,,706.4,0.0,,2.5,0.0,28.72,7.0,24.0
2023,2023-08-28 02:00:00,0.73,5.5,19.9,25.4,18.0,40.0,,705.9,0.0,,3.3,0.0,28.13,3.5,139.0
2023,2023-08-28 03:00:00,0.71,4.1,16.3,20.2,19.0,47.0,,705.8,0.0,,3.6,0.0,26.8,3.0,79.0
2023,2023-08-28 04:00:00,0.7,2.9,15.8,18.6,19.0,63.0,,706.1,0.0,,9.9,0.0,26.26,6.2,102.0
2023,2023-08-28 05:00:00,0.68,4.6,18.5,23.0,15.0,37.0,,706.2,0.0,,6.4,0.0,25.72,3.3,230.0
2023,2023-08-28 06:00:00,1.05,38.4,23.2,61.6,8.0,34.0,,706.3,0.0,,5.1,0.0,24.83,4.2,251.0
2023,2023-08-28 07:00:00,1.25,50.1,24.0,74.2,7.0,61.0,,706.6,0.0,,4.3,0.011,23.87,5.6,238.0
2023,2023-08-28 08:00:00,1.2,37.7,24.3,62.1,11.0,71.0,,706.9,0.0,,4.5,0.158,26.19,4.5,246.0
2023,2023-08-28 09:00:00,0.93,14.2,19.1,33.3,24.0,81.0,,707.2,0.0,,4.7,0.336,29.71,2.6,268.0
2023,2023-08-28 10:00:00,0.66,5.0,8.8,13.7,45.0,111.0,,707.2,0.0,,5.0,0.515,32.74,3.3,38.0
2023,2023-08-28 11:00:00,0.63,3.5,6.4,9.8,59.0,47.0,,707.1,0.0,,3.9,0.659,34.18,9.1,65.0
2023,2023-08-28 12:00:00,0.65,3.3,6.7,9.9,66.0,47.0,,706.8,0.0,,3.3,0.747,35.07,10.9,37.0
2023,2023-08-28 13:00:00,0.58,3.1,5.2,8.1,65.0,45.0,,706.5,0.0,,3.1,0.749,36.25,13.1,45.0
2023,2023-08-28 14:00:00,0.56,2.8,5.2,7.9,75.0,71.0,,706.1,0.0,,3.5,0.768,36.89,14.4,45.0
2023,2023-08-28 15:00:00,0.55,2.8,4.9,7.6,74.0,67.0,,705.6,0.0,,2.8,0.702,37.75,13.7,67.0
2023,2023-08-28 16:00:00,0.54,2.9,5.2,8.0,71.0,102.0,,704.9,0.0,,3.0,0.584,38.02,13.1,74.0
2023,2023-08-28 17:00:00,0.52,2.9,5.5,8.3,66.0,49.0,,704.5,0.0,,2.8,0.419,38.26,12.5,69.0
2023,2023-08-28 18:00:00,0.56,3.3,8.5,11.6,58.0,79.0,,704.4,0.0,,3.2,0.233,38.11,13.2,88.0
2023,2023-08-28 19:00:00,0.61,3.2,13.5,16.6,47.0,110.0,,704.5,0.0,,2.9,0.058,36.88,11.9,91.0
2023,2023-08-28 20:00:00,0.71,3.3,19.7,22.9,39.0,51.0,,704.9,0.0,,3.3,0.0,35.42,13.9,86.0
2023,2023-08-28 21:00:00,0.74,3.5,21.1,24.5,32.0,51.0,,705.7,0.0,,2.6,0.0,34.51,12.3,83.0
2023,2023-08-28 22:00:00,0.87,4.1,31.1,35.2,17.0,51.0,,706.2,0.0,,2.8,0.0,33.24,5.0,50.0
2023,2023-08-28 23:00:00,0.82,3.1,25.2,28.3,21.0,61.0,,706.3,0.0,,3.0,0.0,32.56,4.2,23.0
2023,2023-08-29 00:00:00,0.99,61.5,35.5,97.0,12.0,59.0,,706.0,0.0,,3.8,0.0,31.04,2.6,248.0
2023,2023-08-29 01:00:00,0.83,41.2,33.5,74.7,13.0,75.0,,706.0,0.0,,4.7,0.0,30.25,3.4,31.0
2023,2023-08-29 02:00:00,0.73,6.6,30.4,37.0,12.0,172.0,,706.1,0.0,,6.7,0.0,29.52,3.9,90.0
2023,2023-08-29 03:00:00,0.65,4.2,18.1,22.1,22.0,128.0,,706.0,0.0,,4.4,0.0,28.61,5.6,91.0
2023,2023-08-29 04:00:00,0.62,3.2,15.4,18.5,24.0,61.0,,705.8,0.0,,4.4,0.0,28.08,2.8,83.0
2023,2023-08-29 05:00:00,0.71,20.6,29.2,49.8,9.0,41.0,,705.9,0.0,,4.3,0.0,27.42,2.6,214.0
2023,2023-08-29 06:00:00,1.0,65.0,28.5,93.6,7.0,53.0,,706.3,0.0,,3.9,0.0,26.28,2.8,235.0
2023,2023-08-29 07:00:00,1.35,58.2,26.5,84.6,7.0,99.0,,706.8,0.0,,3.6,0.008,25.46,4.3,244.0
2023,2023-08-29 08:00:00,1.39,44.2,28.2,72.4,9.0,,,707.3,0.0,,3.8,0.135,27.64,5.1,245.0
2023,2023-08-29 09:00:00,0.84,10.2,18.9,29.0,31.0,134.0,,707.6,0.0,,3.8,0.315,30.81,3.8,66.0
2023,2023-08-29 10:00:00,0.74,5.6,13.0,18.5,46.0,89.0,,707.8,0.0,,3.5,0.461,32.07,3.5,101.0
2023,2023-08-29 11:00:00,0.65,3.6,7.5,11.0,61.0,,,707.8,0.0,,3.3,0.586,33.82,6.3,86.0
2023,2023-08-29 12:00:00,0.62,3.2,5.9,9.0,63.0,81.0,,707.2,0.0,,2.7,0.738,34.5,10.9,97.0
2023,2023-08-29 13:00:00,0.62,3.1,5.8,8.8,59.0,75.0,,706.7,0.0,,2.6,0.257,34.08,12.6,40.0
2023,2023-08-29 14:00:00,0.6,3.5,6.9,10.3,51.0,80.0,,706.5,0.0,,2.5,0.308,30.82,18.8,355.0
2023,2023-08-29 15:00:00,0.6,3.0,5.1,7.9,53.0,102.0,,706.2,0.0,,2.5,0.398,31.73,11.9,34.0
2023,2023-08-29 16:00:00,0.62,3.4,6.6,9.8,56.0,26.0,,705.5,0.0,,2.9,0.468,34.04,10.5,57.0
2023,2023-08-29 17:00:00,0.6,2.8,5.3,7.9,56.0,34.0,,705.7,0.0,,2.4,0.072,30.61,11.9,37.0
2023,2023-08-29 18:00:00,0.89,5.5,20.9,26.3,34.0,48.0,,705.8,0.0,,2.3,0.106,28.78,9.3,113.0
2023,2023-08-29 19:00:00,0.75,3.0,11.5,14.3,46.0,41.0,,706.7,0.0,,2.2,0.023,27.39,12.6,67.0
2023,2023-08-29 20:00:00,0.85,3.7,18.0,21.6,37.0,32.0,,707.3,0.0,,2.2,0.0,24.77,7.1,69.0
2023,2023-08-29 21:00:00,0.89,6.7,26.6,33.2,23.0,33.0,,707.5,0.0,,2.1,0.0,25.49,4.3,221.0
2023,2023-08-29 22:00:00,0.97,21.7,36.6,58.3,7.0,23.0,,707.6,0.0,,2.1,0.0,25.91,5.2,216.0
2023,2023-08-29 23:00:00,0.98,26.3,34.6,60.9,7.0,50.0,,707.6,0.0,,2.2,0.0,26.33,3.0,215.0
2023,2023-08-30 00:00:00,0.91,18.9,32.6,51.5,7.0,74.0,,707.6,0.0,,2.1,0.0,26.61,2.7,225.0
2023,2023-08-30 01:00:00,0.84,14.5,31.1,45.7,8.0,79.0,,707.5,0.0,,2.1,0.0,26.68,3.6,236.0
2023,2023-08-30 02:00:00,0.8,12.9,28.2,41.1,8.0,58.0,,707.2,0.0,,2.1,0.0,26.0,5.5,233.0
2023,2023-08-30 03:00:00,0.84,12.6,27.7,40.2,7.0,55.0,,707.0,0.0,,2.2,0.0,25.39,4.6,224.0
2023,2023-08-30 04:00:00,0.87,18.1,26.3,44.4,7.0,62.0,,706.9,0.0,,2.2,0.0,24.64,4.5,238.0
2023,2023-08-30 05:00:00,0.86,13.9,26.2,40.1,7.0,75.0,,707.0,0.0,,2.2,0.0,24.21,3.5,225.0
2023,2023-08-30 06:00:00,0.97,24.2,26.7,50.9,7.0,69.0,,707.3,0.0,,2.3,0.0,24.14,4.0,232.0
2023,2023-08-30 07:00:00,1.56,51.9,28.3,80.2,7.0,98.0,,707.6,0.0,,2.4,0.02,24.39,7.2,240.0
2023,2023-08-30 08:00:00,1.51,36.5,33.0,69.5,10.0,129.0,,707.9,0.0,,2.3,0.126,26.15,7.2,239.0
2023,2023-08-30 09:00:00,1.31,12.4,25.0,37.4,36.0,126.0,,708.3,0.0,,2.4,0.27,29.24,6.2,250.0
2023,2023-08-30 10:00:00,0.7,4.0,11.1,15.0,71.0,122.0,,708.4,0.0,,2.3,0.5,32.56,3.8,64.0
2023,2023-08-30 11:00:00,0.65,3.3,8.6,11.7,83.0,45.0,,708.5,0.0,,2.3,0.538,32.97,8.3,90.0
2023,2023-08-30 12:00:00,0.64,3.2,8.8,11.8,86.0,39.0,,708.2,0.0,,2.3,0.751,33.63,11.0,109.0
2023,2023-08-30 13:00:00,0.65,3.4,9.1,12.4,80.0,39.0,,707.4,0.0,,2.4,0.614,34.27,11.9,130.0
2023,2023-08-30 14:00:00,0.6,3.0,6.5,9.3,75.0,44.0,,706.7,0.0,,2.4,0.705,35.52,11.8,79.0
2023,2023-08-30 15:00:00,0.58,2.9,5.5,8.3,71.0,38.0,,706.0,0.0,,2.5,0.706,36.25,11.8,72.0
2023,2023-08-30 16:00:00,0.58,2.9,5.4,8.2,69.0,32.0,,705.4,0.0,,2.6,0.383,35.9,11.5,61.0
