estacion,anio,semana,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,WDR_E,WDR_N,WDR_NE,WDR_NO,WDR_O,WDR_S,WDR_SE,WDR_SO,ndvi_mediana
NE2,2022,2022-03-21,2.16,4.2,14.850000000000001,19.2,33.0,92.0,19.0,715.3,0.0,19.0,4.4,0.0045000000000000005,22.0,8.4,140.0,0.11904761904761904,0.25,0.06547619047619048,0.125,0.08928571428571429,0.005952380952380952,0.30952380952380953,0.005952380952380952,0.0582553446292877
NE2,2022,2022-03-28,1.97,5.6,12.6,18.6,25.0,76.0,24.0,710.9,0.0,48.0,5.3,0.008,25.215,9.5,126.0,0.20238095238095238,0.08333333333333333,0.07738095238095238,0.05952380952380952,0.023809523809523808,0.011904761904761904,0.5,0.0,0.0574894659221172
NE2,2022,2022-04-04,2.01,6.1,12.6,18.200000000000003,30.0,87.0,22.0,709.5,0.0,31.0,4.1,0.0175,24.91,9.3,136.0,0.17261904761904762,0.09523809523809523,0.017857142857142856,0.1488095238095238,0.03571428571428571,0.02976190476190476,0.48214285714285715,0.005952380952380952,0.0481979474425315
NE2,2022,2022-04-11,1.92,4.8,9.3,14.8,20.0,69.0,24.0,709.5,0.0,55.0,2.8,0.0175,27.925,8.5,124.0,0.2916666666666667,0.05952380952380952,0.05952380952380952,0.07142857142857142,0.07142857142857142,0.023809523809523808,0.4107142857142857,0.011904761904761904,-0.0073647340759634
NE2,2022,2022-04-18,2.05,9.1,9.5,20.2,16.0,68.0,21.0,712.8,0.0,64.0,3.5,0.0125,25.4,11.7,112.0,0.48214285714285715,0.011904761904761904,0.017857142857142856,0.011904761904761904,0.0,0.0,0.47023809523809523,0.0,0.0410539656877517
NE2,2022,2022-04-25,2.08,7.25,9.1,16.6,18.0,60.0,19.0,711.0,0.0,68.0,4.05,0.010499999999999999,24.33,9.2,120.0,0.2857142857142857,0.08928571428571429,0.02976190476190476,0.023809523809523808,0.011904761904761904,0.023809523809523808,0.43452380952380953,0.0,
NE2,2022,2022-05-02,2.1,6.4,10.1,17.5,16.0,80.0,30.0,709.1,0.0,57.5,2.6,0.039999999999999994,29.369999999999997,9.05,112.0,0.39285714285714285,0.02976190476190476,0.10119047619047619,0.047619047619047616,0.023809523809523808,0.005952380952380952,0.39880952380952384,0.0,0.0328606143593788
NE2,2022,2022-05-09,2.19,8.1,9.45,18.65,17.0,72.0,20.0,712.5,0.0,62.0,3.2,0.018,28.0,10.5,112.0,0.42857142857142855,0.03571428571428571,0.06547619047619048,0.0,0.0,0.0,0.47023809523809523,0.0,0.0514829978346824
NE2,2022,2022-05-16,2.24,6.0,14.8,21.75,23.0,83.5,27.0,710.3,0.0,53.5,4.3,0.0475,29.205,10.3,110.0,0.4226190476190476,0.023809523809523808,0.07738095238095238,0.005952380952380952,0.023809523809523808,0.017857142857142856,0.42857142857142855,0.0,0.0484038144350051
NE2,2022,2022-05-23,2.21,8.0,11.7,20.7,16.0,72.5,20.0,711.95,0.0,68.5,3.4,0.028499999999999998,25.63,8.9,121.0,0.35714285714285715,0.03571428571428571,0.05952380952380952,0.023809523809523808,0.0,0.011904761904761904,0.5119047619047619,0.0,0.0555006489157676
NE2,2022,2022-05-30,2.25,9.0,8.9,18.85,13.0,58.5,16.0,709.8499999999999,0.0,57.5,4.65,0.0335,27.955,11.1,115.0,0.3869047619047619,0.041666666666666664,0.023809523809523808,0.017857142857142856,0.0,0.017857142857142856,0.5,0.0,
NE2,2022,2022-06-06,2.17,7.5,9.149999999999999,18.1,17.0,73.0,23.5,710.45,0.0,52.0,5.9,0.038,29.58,10.25,111.0,0.4880952380952381,0.011904761904761904,0.017857142857142856,0.005952380952380952,0.005952380952380952,0.0,0.4583333333333333,0.0,0.0482783839106559
NE2,2022,2022-06-13,1.55,10.649999999999999,6.95,18.0,16.0,96.5,29.0,713.5,0.0,51.0,5.6,0.0595,28.71,14.5,128.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.7321428571428571,0.0,0.0335829332470893
NE2,2022,2022-06-20,1.6150000000000002,8.9,8.55,18.7,18.0,46.0,16.0,715.5,0.0,52.0,6.9,0.051500000000000004,28.314999999999998,11.850000000000001,111.0,0.47619047619047616,0.005952380952380952,0.05357142857142857,0.0,0.0,0.005952380952380952,0.43452380952380953,0.0,0.0404085293412208
NE2,2022,2022-06-27,1.52,5.2,8.3,14.6,23.0,43.0,16.0,715.1,0.0,55.0,3.6,0.0635,28.95,7.0,155.0,0.16666666666666666,0.05357142857142857,0.08928571428571429,0.1130952380952381,0.10119047619047619,0.047619047619047616,0.16071428571428573,0.11904761904761904,0.0340628251433372
NE2,2022,2022-07-04,1.63,8.649999999999999,7.3,17.05,13.0,61.0,17.5,714.8,0.0,48.5,6.75,0.0875,30.995,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332694500684738
NE2,2022,2022-07-11,1.65,7.199999999999999,7.6,14.5,16.0,54.5,20.0,713.8,0.0,48.0,6.3,0.047,30.3,10.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324916951358318
NE2,2022,2022-07-18,1.72,7.300000000000001,7.7,16.5,16.0,70.5,22.0,713.3,0.0,48.0,7.6,0.044,30.835,11.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340300761163234
NE2,2022,2022-07-25,1.77,9.25,8.8,18.049999999999997,16.0,64.5,14.0,714.6500000000001,0.0,48.0,8.6,0.03949999999999999,29.665,12.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288037406280636
NE2,2022,2022-08-01,1.8,8.1,7.7,16.3,18.0,67.0,21.0,713.8,0.0,47.0,9.2,0.0495,30.26,12.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275680795311927
NE2,2022,2022-08-08,1.79,6.199999999999999,7.85,16.1,16.0,48.0,14.0,715.5,0.0,56.0,4.7,0.026500000000000003,28.575,9.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241272300481796
NE2,2022,2022-08-15,1.8849999999999998,8.4,7.0,16.7,15.0,52.0,15.0,713.0,0.0,59.0,3.9,0.025500000000000002,28.765,10.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142487790435552
NE2,2022,2022-08-22,1.83,5.9,7.1,13.8,14.0,39.0,13.0,713.1,0.0,57.0,3.45,0.019,29.455,7.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261410549283027
NE2,2022,2022-08-29,1.91,9.0,8.3,17.8,12.0,44.0,15.0,714.6,0.0,70.0,3.4,0.0135,26.87,9.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0269072987139225
NE2,2022,2022-09-05,1.94,6.6,9.5,17.4,14.0,43.0,13.0,715.3,0.0,68.0,3.5,0.013,25.915,6.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486637353897094
NE2,2022,2022-09-12,1.96,8.55,8.2,16.700000000000003,16.0,46.0,14.0,715.0,0.0,62.0,5.1,0.013,27.085,10.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107946130447089
NE2,2022,2022-09-19,1.98,7.6,9.0,19.5,16.0,47.0,15.0,715.6,0.0,59.0,3.9,0.012,27.865000000000002,9.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043084867298603
NE2,2022,2022-09-26,2.15,6.2,14.5,20.9,23.0,60.0,17.0,718.2,0.0,54.0,3.8,0.006500000000000001,25.09,6.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604905150830745
NE2,2022,2022-10-03,2.23,7.8,15.850000000000001,22.7,17.0,50.0,16.0,719.8,0.0,67.0,3.7,0.002,22.810000000000002,6.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NE2,2022,2022-10-10,2.325,10.8,14.0,25.7,13.5,61.0,20.0,715.0,0.0,63.0,4.2,0.002,25.104999999999997,7.15,139.0,0.08333333333333333,0.09523809523809523,0.041666666666666664,0.09523809523809523,0.011904761904761904,0.125,0.4583333333333333,0.011904761904761904,0.0187976211309433
