anio,date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,WDR_E,WDR_N,WDR_NE,WDR_NO,WDR_O,WDR_S,WDR_SE,WDR_SO
2021,2021-01-01 00:00:00,0.47,5.1,7.9,12.5,22.0,19.0,,,,78.0,2.9,0.0,6.2,8.4,142.0,0,0,0,0,0,0,1,0
2021,2021-01-01 01:00:00,0.44,5.4,7.1,12.0,21.5,14.0,,729.0,0.0,82.0,3.4,0.0,5.1,8.3,126.0,0,0,0,0,0,0,1,0
2021,2021-01-01 02:00:00,0.426,5.5,5.6,10.6,22.9,12.0,,729.0,0.0,84.0,2.5,0.0,4.3,7.7,136.0,0,0,0,0,0,0,1,0
2021,2021-01-01 03:00:00,0.453,5.6,5.9,11.1,19.8,8.0,,730.0,0.0,87.0,2.6,0.0,3.5,3.3,128.0,0,0,0,0,0,0,1,0
2021,2021-01-01 04:00:00,0.473,6.2,8.3,14.0,14.4,8.0,,730.0,0.0,89.0,2.5,0.0,2.9,2.4,125.0,0,0,0,0,0,0,1,0
2021,2021-01-01 05:00:00,0.474,6.6,9.8,15.9,11.3,10.0,,730.0,0.0,89.0,2.5,0.0,2.5,2.0,27.0,0,0,1,0,0,0,0,0
2021,2021-01-01 06:00:00,0.478,7.6,10.2,17.3,5.7,11.0,,730.0,0.0,90.0,2.4,0.0,1.9,1.8,189.0,0,0,0,0,0,1,0,0
2021,2021-01-01 07:00:00,0.493,7.8,10.4,17.7,7.4,13.0,,731.0,0.0,91.0,2.4,0.0,1.9,2.5,4.0,0,1,0,0,0,0,0,0
2021,2021-01-01 08:00:00,0.476,9.3,10.9,19.7,4.8,17.0,,731.0,0.0,91.0,2.6,0.012,1.8,2.1,320.0,0,0,0,1,0,0,0,0
2021,2021-01-01 09:00:00,0.576,16.9,10.3,26.7,4.7,15.0,,732.0,0.0,90.0,2.6,0.093,3.4,1.8,260.0,0,0,0,0,1,0,0,0
2021,2021-01-01 10:00:00,0.499,9.6,9.2,18.3,18.9,24.0,,733.0,0.0,76.0,4.1,0.294,7.5,2.1,124.0,0,0,0,0,0,0,1,0
2021,2021-01-01 11:00:00,0.428,8.7,9.2,17.4,29.6,17.0,,733.0,0.0,61.0,20.0,0.541,9.9,5.2,121.0,0,0,0,0,0,0,1,0
2021,2021-01-01 12:00:00,0.382,6.8,6.3,12.6,35.0,15.0,,733.0,0.0,51.0,12.7,0.714,12.2,5.2,144.0,0,0,0,0,0,0,1,0
2021,2021-01-01 13:00:00,0.396,6.5,6.6,12.6,35.2,7.0,,732.0,0.0,51.0,8.0,0.429,12.5,9.1,130.0,0,0,0,0,0,0,1,0
2021,2021-01-01 14:00:00,0.434,6.1,6.4,12.1,34.0,12.0,,732.0,0.0,54.0,4.3,0.171,11.7,10.1,125.0,0,0,0,0,0,0,1,0
2021,2021-01-01 15:00:00,0.397,5.6,5.0,10.2,33.5,13.0,,731.0,0.0,60.0,3.2,0.182,11.3,12.1,133.0,0,0,0,0,0,0,1,0
2021,2021-01-01 16:00:00,0.433,5.8,6.3,11.6,32.1,21.0,,731.0,0.0,62.0,6.0,0.118,11.3,10.4,136.0,0,0,0,0,0,0,1,0
2021,2021-01-01 17:00:00,0.423,5.7,5.6,10.8,33.2,29.0,,732.0,0.0,60.0,4.7,0.059,11.5,8.0,134.0,0,0,0,0,0,0,1,0
2021,2021-01-01 18:00:00,0.428,5.4,5.4,10.3,32.5,23.0,,732.0,0.0,61.0,3.0,0.018,11.4,6.4,137.0,0,0,0,0,0,0,1,0
2021,2021-01-01 19:00:00,0.436,5.8,5.8,11.1,30.8,42.0,,733.0,0.0,62.0,2.6,0.0,11.1,4.6,140.0,0,0,0,0,0,0,1,0
2021,2021-01-01 20:00:00,0.444,5.6,7.2,12.3,27.2,59.0,,733.0,0.0,63.0,2.6,0.0,10.8,2.5,191.0,0,0,0,0,0,1,0,0
2021,2021-01-01 21:00:00,0.455,5.8,10.4,15.7,19.3,28.0,,734.0,0.0,66.0,,0.0,10.2,1.9,257.0,0,0,0,0,1,0,0,0
2021,2021-01-01 22:00:00,0.597,11.3,20.9,31.7,7.5,20.0,,735.0,0.0,68.0,2.8,0.0,10.2,2.7,304.0,0,0,0,1,0,0,0,0
2021,2021-01-01 23:00:00,0.79,12.9,25.1,37.5,3.0,36.0,,735.0,0.0,70.0,2.9,0.0,9.9,4.0,320.0,0,0,0,1,0,0,0,0
2021,2021-01-02 00:00:00,0.783,10.2,23.4,33.0,3.5,54.0,,735.0,0.0,72.0,2.9,0.0,9.4,4.2,317.0,0,0,0,1,0,0,0,0
2021,2021-01-02 01:00:00,0.629,6.0,18.6,24.1,6.6,50.0,,735.0,0.0,77.0,2.6,0.0,7.7,4.9,302.0,0,0,0,1,0,0,0,0
2021,2021-01-02 02:00:00,0.515,5.9,13.4,18.9,10.6,30.0,,736.0,0.0,80.0,2.6,0.0,6.6,6.7,312.0,0,0,0,1,0,0,0,0
2021,2021-01-02 03:00:00,0.453,5.6,8.2,13.3,22.7,21.0,,736.0,0.0,69.0,2.9,0.0,6.7,8.8,313.0,0,0,0,1,0,0,0,0
2021,2021-01-02 04:00:00,0.432,5.7,7.5,12.7,25.0,11.0,,736.0,0.0,68.0,2.8,0.0,6.2,9.2,280.0,0,0,0,0,1,0,0,0
2021,2021-01-02 05:00:00,0.429,5.6,8.2,13.2,25.0,9.0,,736.0,0.0,69.0,2.9,0.0,5.6,8.7,287.0,0,0,0,0,1,0,0,0
2021,2021-01-02 06:00:00,0.418,5.5,8.6,13.6,29.4,8.0,,737.0,0.0,62.0,2.9,0.0,6.3,9.7,308.0,0,0,0,1,0,0,0,0
2021,2021-01-02 07:00:00,0.436,5.7,10.7,15.9,25.6,8.0,,737.0,0.0,63.0,2.7,0.0,5.8,3.8,290.0,0,0,0,0,1,0,0,0
2021,2021-01-02 08:00:00,0.457,6.1,15.1,20.7,18.8,10.0,,737.0,0.0,67.0,2.8,0.015,5.2,6.3,300.0,0,0,0,1,0,0,0,0
2021,2021-01-02 09:00:00,0.465,7.3,13.5,20.3,23.7,15.0,,738.0,0.0,56.0,3.0,0.168,8.3,8.1,309.0,0,0,0,1,0,0,0,0
2021,2021-01-02 10:00:00,0.441,6.6,8.6,14.8,32.1,20.0,,738.0,0.0,47.0,3.0,0.366,11.1,10.8,296.0,0,0,0,1,0,0,0,0
2021,2021-01-02 11:00:00,0.386,5.6,5.9,10.9,40.3,18.0,,738.0,0.0,38.0,3.1,0.54,13.4,10.2,304.0,0,0,0,1,0,0,0,0
2021,2021-01-02 12:00:00,0.398,5.7,5.8,11.0,42.0,10.0,,737.0,0.0,36.0,3.8,0.657,14.6,11.6,325.0,0,0,0,1,0,0,0,0
2021,2021-01-02 13:00:00,0.406,5.9,7.1,12.5,41.6,10.0,,736.0,0.0,35.0,4.0,0.716,16.7,7.2,309.0,0,0,0,1,0,0,0,0
2021,2021-01-02 14:00:00,0.463,6.4,9.5,15.4,41.8,22.0,,735.0,0.0,33.0,4.5,0.698,18.6,5.5,272.0,0,0,0,0,1,0,0,0
2021,2021-01-02 15:00:00,0.465,6.3,10.6,16.4,44.4,28.0,,734.0,0.0,30.0,4.5,0.616,19.8,4.7,340.0,0,1,0,0,0,0,0,0
2021,2021-01-02 16:00:00,0.449,5.7,10.0,15.2,47.3,37.0,,733.0,0.0,28.0,4.0,0.469,20.5,4.5,75.0,1,0,0,0,0,0,0,0
2021,2021-01-02 17:00:00,0.464,5.3,9.9,14.7,49.0,28.0,,733.0,0.0,29.0,3.8,0.28,19.9,9.0,117.0,0,0,0,0,0,0,1,0
2021,2021-01-02 18:00:00,0.465,4.7,9.3,13.5,47.6,27.0,,734.0,0.0,32.0,3.3,0.073,18.4,8.6,116.0,0,0,0,0,0,0,1,0
2021,2021-01-02 19:00:00,0.494,4.5,9.3,13.3,41.5,36.0,,734.0,0.0,39.0,3.1,0.001,15.3,8.9,111.0,1,0,0,0,0,0,0,0
2021,2021-01-02 20:00:00,0.512,4.8,12.2,16.4,31.8,32.0,,734.0,0.0,48.0,2.9,0.0,13.2,5.8,120.0,0,0,0,0,0,0,1,0
2021,2021-01-02 21:00:00,0.473,4.6,9.2,13.3,28.9,36.0,,735.0,0.0,54.0,2.7,0.0,10.7,2.5,158.0,0,0,0,0,0,1,0,0
2021,2021-01-02 22:00:00,0.608,9.6,17.1,26.1,17.6,26.0,,735.0,0.0,56.0,2.8,0.0,9.3,1.2,173.0,0,0,0,0,0,1,0,0
2021,2021-01-02 23:00:00,0.557,5.4,14.9,19.8,21.3,29.0,,735.0,0.0,54.0,3.1,0.0,9.4,2.4,144.0,0,0,0,0,0,0,1,0
2021,2021-01-03 00:00:00,0.637,18.0,19.7,37.1,3.5,37.0,,734.0,0.0,64.0,2.9,0.0,7.8,1.0,16.0,0,1,0,0,0,0,0,0
2021,2021-01-03 01:00:00,0.65,11.7,18.8,30.0,3.1,39.0,,734.0,0.0,76.0,2.6,0.0,6.1,1.0,319.0,0,0,0,1,0,0,0,0
2021,2021-01-03 02:00:00,0.683,8.8,19.4,27.7,3.1,41.0,,734.0,0.0,79.0,2.6,0.0,5.6,3.1,274.0,0,0,0,0,1,0,0,0
2021,2021-01-03 03:00:00,0.682,11.7,21.8,33.0,2.4,39.0,,734.0,0.0,81.0,,0.0,4.7,5.1,279.0,0,0,0,0,1,0,0,0
2021,2021-01-03 04:00:00,0.63,7.0,21.2,27.6,4.9,42.0,,734.0,0.0,80.0,,0.0,4.2,5.6,273.0,0,0,0,0,1,0,0,0
2021,2021-01-03 05:00:00,0.602,6.2,21.7,27.4,5.0,32.0,,734.0,0.0,80.0,,0.0,4.5,5.2,292.0,0,0,0,0,1,0,0,0
2021,2021-01-03 06:00:00,0.649,10.6,28.5,38.6,3.4,31.0,,734.0,0.0,73.0,2.9,0.0,5.4,4.9,306.0,0,0,0,1,0,0,0,0
2021,2021-01-03 07:00:00,0.661,12.7,28.2,40.3,3.1,43.0,,735.0,0.0,73.0,3.0,0.0,4.9,4.1,322.0,0,0,0,1,0,0,0,0
2021,2021-01-03 08:00:00,0.645,11.4,23.1,34.0,3.7,48.0,,735.0,0.0,76.0,2.8,0.016,4.3,4.3,342.0,0,1,0,0,0,0,0,0
2021,2021-01-03 09:00:00,0.631,13.8,18.8,32.2,10.6,44.0,,735.0,0.0,67.0,4.1,0.167,7.6,8.0,303.0,0,0,0,1,0,0,0,0
2021,2021-01-03 10:00:00,0.531,9.4,14.1,23.0,24.6,57.0,,735.0,0.0,51.0,9.8,0.357,11.9,9.2,307.0,0,0,0,1,0,0,0,0
2021,2021-01-03 11:00:00,0.498,7.4,12.1,19.1,34.8,37.0,,735.0,0.0,38.0,5.3,0.54,16.2,6.9,298.0,0,0,0,1,0,0,0,0
2021,2021-01-03 12:00:00,0.491,6.6,10.5,16.6,41.2,28.0,,734.0,0.0,31.0,6.1,0.69,19.5,9.7,304.0,0,0,0,1,0,0,0,0
2021,2021-01-03 13:00:00,0.498,5.5,9.6,14.6,49.3,33.0,,733.0,0.0,27.0,4.0,0.668,21.3,9.5,301.0,0,0,0,1,0,0,0,0
2021,2021-01-03 14:00:00,0.533,5.2,10.7,15.3,55.0,34.0,,731.0,0.0,23.0,3.7,0.721,23.4,7.4,247.0,0,0,0,0,0,0,0,1
2021,2021-01-03 15:00:00,0.488,4.7,9.0,13.2,59.9,35.0,,730.0,0.0,19.0,3.4,0.615,25.2,5.3,170.0,0,0,0,0,0,1,0,0
2021,2021-01-03 16:00:00,0.526,4.6,10.2,14.3,62.4,32.0,,730.0,0.0,19.0,3.5,0.445,24.8,7.6,156.0,0,0,0,0,0,0,1,0
2021,2021-01-03 17:00:00,0.534,4.5,12.0,15.9,62.8,35.0,,730.0,0.0,20.0,3.6,0.246,24.6,7.5,144.0,0,0,0,0,0,0,1,0
2021,2021-01-03 18:00:00,0.531,4.2,12.6,16.3,61.0,51.0,,730.0,0.0,27.0,3.6,0.076,22.2,8.3,140.0,0,0,0,0,0,0,1,0
2021,2021-01-03 19:00:00,0.552,3.9,12.2,15.5,51.7,116.0,,731.0,0.0,33.0,4.7,0.001,18.8,5.5,117.0,0,0,0,0,0,0,1,0
2021,2021-01-03 20:00:00,0.63,4.0,16.3,19.8,29.7,101.0,,732.0,0.0,42.0,3.7,0.0,15.7,1.9,92.0,1,0,0,0,0,0,0,0
2021,2021-01-03 21:00:00,0.592,3.8,17.1,20.3,17.8,171.0,,732.0,0.0,57.0,3.3,0.0,12.6,3.5,289.0,0,0,0,0,1,0,0,0
2021,2021-01-03 22:00:00,0.799,20.8,33.0,53.2,3.0,51.0,,732.0,0.0,67.0,3.5,0.0,10.3,4.5,285.0,0,0,0,0,1,0,0,0
2021,2021-01-03 23:00:00,0.883,20.9,33.3,53.5,2.1,65.0,,732.0,0.0,71.0,3.6,0.0,8.7,5.6,274.0,0,0,0,0,1,0,0,0
2021,2021-01-04 00:00:00,0.858,25.1,32.7,57.1,2.0,63.0,,732.0,0.0,74.0,3.5,0.0,8.3,5.2,285.0,0,0,0,0,1,0,0,0
2021,2021-01-04 01:00:00,1.002,41.6,33.3,74.0,2.0,54.0,,732.0,0.0,76.0,3.8,0.0,8.3,4.6,294.0,0,0,0,1,0,0,0,0
2021,2021-01-04 02:00:00,1.076,49.2,41.0,89.2,2.3,71.0,,731.0,0.0,66.0,4.3,0.0,8.9,6.0,315.0,0,0,0,1,0,0,0,0
2021,2021-01-04 03:00:00,0.997,24.0,36.7,59.9,2.1,82.0,,731.0,0.0,68.0,3.8,0.0,8.0,5.1,300.0,0,0,0,1,0,0,0,0
2021,2021-01-04 04:00:00,0.791,10.5,29.8,39.8,5.1,75.0,,731.0,0.0,66.0,3.5,0.0,8.0,5.6,307.0,0,0,0,1,0,0,0,0
2021,2021-01-04 05:00:00,0.68,7.6,24.2,31.2,9.3,58.0,,731.0,0.0,63.0,4.0,0.0,8.3,4.4,317.0,0,0,0,1,0,0,0,0
2021,2021-01-04 06:00:00,0.611,11.6,22.1,33.2,4.7,46.0,,731.0,0.0,70.0,3.3,0.0,6.2,2.7,327.0,0,0,0,1,0,0,0,0
2021,2021-01-04 07:00:00,0.693,31.8,26.1,57.2,2.2,43.0,,732.0,0.0,71.0,3.6,0.0,6.0,5.7,303.0,0,0,0,1,0,0,0,0
2021,2021-01-04 08:00:00,0.842,53.5,27.1,79.8,2.2,62.0,,732.0,0.0,70.0,4.1,0.016,6.1,4.3,296.0,0,0,0,1,0,0,0,0
2021,2021-01-04 09:00:00,0.711,30.1,26.7,56.1,9.1,74.0,,733.0,0.0,47.0,8.9,0.177,12.3,8.6,289.0,0,0,0,0,1,0,0,0
2021,2021-01-04 10:00:00,0.527,11.4,16.4,27.4,23.4,67.0,,733.0,0.0,35.0,7.4,0.385,17.0,10.5,292.0,0,0,0,0,1,0,0,0
2021,2021-01-04 11:00:00,0.572,11.5,17.3,28.4,28.5,50.0,,733.0,0.0,25.0,3.6,0.561,21.2,11.3,290.0,0,0,0,0,1,0,0,0
2021,2021-01-04 12:00:00,0.676,13.8,22.4,35.8,31.9,59.0,,732.0,0.0,17.0,3.4,0.681,25.1,7.7,284.0,0,0,0,0,1,0,0,0
2021,2021-01-04 13:00:00,0.63,9.8,18.4,27.7,39.0,61.0,,731.0,0.0,12.0,3.7,0.738,27.7,6.6,283.0,0,0,0,0,1,0,0,0
2021,2021-01-04 14:00:00,0.48,6.2,11.2,16.9,47.8,52.0,,730.0,0.0,8.0,3.3,0.73,29.4,5.6,263.0,0,0,0,0,1,0,0,0
2021,2021-01-04 15:00:00,0.424,5.0,7.4,11.9,52.6,26.0,,730.0,0.0,8.0,2.9,0.648,30.1,7.0,184.0,0,0,0,0,0,1,0,0
2021,2021-01-04 16:00:00,0.424,4.4,7.1,11.0,56.9,23.0,,730.0,0.0,9.0,3.0,0.496,29.4,10.5,117.0,0,0,0,0,0,0,1,0
2021,2021-01-04 17:00:00,0.396,4.1,6.1,9.6,56.7,21.0,,730.0,0.0,11.0,3.1,0.308,28.9,12.4,117.0,0,0,0,0,0,0,1,0
2021,2021-01-04 18:00:00,0.457,4.0,11.6,15.1,48.0,22.0,,731.0,0.0,15.0,2.9,0.088,26.4,12.1,94.0,1,0,0,0,0,0,0,0
2021,2021-01-04 19:00:00,0.53,3.7,15.8,19.0,39.9,28.0,,731.0,0.0,20.0,2.8,0.001,22.9,7.2,107.0,1,0,0,0,0,0,0,0
2021,2021-01-04 20:00:00,0.528,5.3,16.0,20.7,31.3,40.0,,732.0,0.0,26.0,2.9,0.0,19.6,4.4,100.0,1,0,0,0,0,0,0,0
2021,2021-01-04 21:00:00,0.625,4.1,31.8,35.4,11.8,66.0,,732.0,0.0,34.0,2.9,0.0,16.0,6.1,287.0,0,0,0,0,1,0,0,0
2021,2021-01-04 22:00:00,0.862,42.9,43.2,85.3,2.1,55.0,,733.0,0.0,39.0,3.7,0.0,14.5,5.7,291.0,0,0,0,0,1,0,0,0
2021,2021-01-04 23:00:00,1.112,84.4,40.3,123.8,2.1,78.0,,733.0,0.0,45.0,4.8,0.0,13.8,4.3,287.0,0,0,0,0,1,0,0,0
2021,2021-01-05 00:00:00,1.196,104.5,36.3,140.0,2.0,104.0,,733.0,0.0,54.0,5.1,0.0,12.2,3.9,310.0,0,0,0,1,0,0,0,0
2021,2021-01-05 01:00:00,1.1,80.8,33.6,113.5,1.9,110.0,,733.0,0.0,59.0,4.4,0.0,10.3,3.1,283.0,0,0,0,0,1,0,0,0
2021,2021-01-05 02:00:00,1.073,85.3,29.8,114.3,2.0,107.0,,733.0,0.0,68.0,4.5,0.0,8.8,3.6,281.0,0,0,0,0,1,0,0,0
2021,2021-01-05 03:00:00,1.004,107.8,37.7,144.8,2.1,97.0,,733.0,0.0,56.0,5.0,0.0,10.0,6.1,300.0,0,0,0,1,0,0,0,0
2021,2021-01-05 04:00:00,1.092,133.0,37.5,169.9,2.1,106.0,,732.0,0.0,59.0,5.5,0.0,9.8,5.2,297.0,0,0,0,1,0,0,0,0
2021,2021-01-05 05:00:00,0.825,70.0,38.3,107.4,1.9,103.0,,732.0,0.0,54.0,4.3,0.0,10.2,5.0,297.0,0,0,0,1,0,0,0,0
2021,2021-01-05 06:00:00,0.665,33.6,37.9,70.6,2.1,63.0,,732.0,0.0,51.0,3.5,0.0,10.5,7.1,291.0,0,0,0,0,1,0,0,0
2021,2021-01-05 07:00:00,0.732,43.8,37.5,80.4,2.0,70.0,,732.0,0.0,51.0,4.0,0.0,10.2,8.0,288.0,0,0,0,0,1,0,0,0
2021,2021-01-05 08:00:00,0.643,20.9,32.4,52.6,2.7,109.0,,733.0,0.0,52.0,3.7,0.014,9.8,8.3,291.0,0,0,0,0,1,0,0,0
2021,2021-01-05 09:00:00,0.696,33.8,29.0,61.9,6.5,77.0,,733.0,0.0,42.0,4.1,0.166,12.6,7.0,304.0,0,0,0,1,0,0,0,0
2021,2021-01-05 10:00:00,0.58,17.4,20.6,37.5,17.9,,,733.0,0.0,34.0,6.0,0.363,16.4,6.6,278.0,0,0,0,0,1,0,0,0
2021,2021-01-05 11:00:00,0.494,11.3,15.7,26.5,30.3,63.0,,733.0,0.0,26.0,6.0,0.535,20.6,4.7,298.0,0,0,0,1,0,0,0,0
2021,2021-01-05 12:00:00,0.495,9.7,15.1,24.4,35.0,43.0,,732.0,0.0,22.0,5.2,0.653,23.4,4.8,58.0,0,0,1,0,0,0,0,0
2021,2021-01-05 13:00:00,0.593,10.4,21.8,31.7,42.9,40.0,,731.0,0.0,23.0,5.0,0.702,23.9,8.5,119.0,0,0,0,0,0,0,1,0
2021,2021-01-05 14:00:00,0.537,7.1,17.8,24.4,54.6,50.0,,730.0,0.0,24.0,6.4,0.696,24.7,11.3,98.0,1,0,0,0,0,0,0,0
2021,2021-01-05 15:00:00,0.51,5.0,12.3,16.7,56.2,37.0,,729.0,0.0,26.0,4.8,0.62,24.9,12.0,97.0,1,0,0,0,0,0,0,0
2021,2021-01-05 16:00:00,0.433,3.7,7.2,10.3,55.4,28.0,,729.0,0.0,27.0,5.2,0.482,25.1,13.6,122.0,0,0,0,0,0,0,1,0
2021,2021-01-05 17:00:00,0.45,3.4,7.3,10.1,53.3,34.0,,729.0,0.0,27.0,4.2,0.296,24.9,12.6,114.0,0,0,0,0,0,0,1,0
2021,2021-01-05 18:00:00,0.495,3.4,12.2,15.1,45.2,36.0,,729.0,0.0,32.0,3.4,0.068,23.4,10.3,104.0,1,0,0,0,0,0,0,0
2021,2021-01-05 19:00:00,0.508,3.5,10.3,13.3,43.1,32.0,,729.0,0.0,39.0,3.3,0.0,21.0,6.0,118.0,0,0,0,0,0,0,1,0
2021,2021-01-05 20:00:00,0.538,3.7,13.9,17.1,28.5,72.0,,729.0,0.0,49.0,3.0,0.0,18.5,1.8,179.0,0,0,0,0,0,1,0,0
2021,2021-01-05 21:00:00,0.553,3.6,15.0,18.1,17.7,145.0,,729.0,0.0,58.0,3.0,0.0,16.6,3.8,296.0,0,0,0,1,0,0,0,0
2021,2021-01-05 22:00:00,0.627,7.9,26.0,33.4,7.5,37.0,,729.0,0.0,61.0,,0.0,16.5,3.2,260.0,0,0,0,0,1,0,0,0
2021,2021-01-05 23:00:00,0.618,5.3,20.1,24.9,11.0,42.0,,729.0,0.0,69.0,,0.0,16.4,3.4,120.0,0,0,0,0,0,0,1,0
2021,2021-01-06 00:00:00,0.539,4.3,13.7,17.5,18.3,28.0,,729.0,0.0,78.0,2.8,0.0,16.3,7.2,107.0,1,0,0,0,0,0,0,0
2021,2021-01-06 01:00:00,0.529,4.7,12.1,16.2,15.1,21.0,,729.0,0.0,83.0,2.8,0.0,15.7,3.5,83.0,1,0,0,0,0,0,0,0
2021,2021-01-06 02:00:00,0.533,4.8,10.4,14.7,8.9,10.0,,728.0,0.0,88.0,2.7,0.0,13.2,3.4,272.0,0,0,0,0,1,0,0,0
2021,2021-01-06 03:00:00,0.586,13.7,16.9,30.2,2.1,18.0,,728.0,0.0,90.0,2.9,0.0,12.3,4.4,284.0,0,0,0,0,1,0,0,0
2021,2021-01-06 04:00:00,0.584,18.4,19.0,37.0,1.6,28.0,,728.0,0.0,91.0,3.0,0.0,12.2,4.8,272.0,0,0,0,0,1,0,0,0
2021,2021-01-06 05:00:00,0.592,25.8,22.0,47.2,1.5,20.0,,728.0,0.0,92.0,3.1,0.0,12.8,3.9,303.0,0,0,0,1,0,0,0,0
2021,2021-01-06 06:00:00,0.631,16.8,20.1,36.4,2.3,27.0,,728.0,0.0,90.0,3.0,0.0,12.6,5.6,302.0,0,0,0,1,0,0,0,0
2021,2021-01-06 07:00:00,0.65,21.9,19.2,40.6,1.7,26.0,,729.0,0.0,89.0,3.1,0.0,11.7,4.7,285.0,0,0,0,0,1,0,0,0
2021,2021-01-06 08:00:00,0.723,28.5,18.3,46.3,2.0,34.0,,729.0,0.0,90.0,3.1,0.007,11.0,5.3,286.0,0,0,0,0,1,0,0,0
2021,2021-01-06 09:00:00,0.834,41.4,22.7,63.3,3.6,42.0,,730.0,0.0,84.0,3.7,0.076,12.1,5.1,316.0,0,0,0,1,0,0,0,0
2021,2021-01-06 10:00:00,0.821,22.8,27.3,49.5,11.8,65.0,,730.0,0.0,62.0,4.2,0.243,15.2,7.1,304.0,0,0,0,1,0,0,0,0
2021,2021-01-06 11:00:00,0.597,9.6,15.8,25.0,31.7,97.0,,730.0,0.0,44.0,5.3,0.372,19.5,10.0,318.0,0,0,0,1,0,0,0,0
2021,2021-01-06 12:00:00,0.554,7.3,12.5,19.3,35.3,51.0,,729.0,0.0,46.0,4.9,0.424,21.4,10.1,325.0,0,0,0,1,0,0,0,0
2021,2021-01-06 13:00:00,0.498,5.6,9.3,14.3,42.4,42.0,,728.0,0.0,39.0,4.3,0.428,23.9,10.7,334.0,0,0,0,1,0,0,0,0
2021,2021-01-06 14:00:00,0.486,5.2,8.7,13.3,49.4,29.0,,727.0,0.0,27.0,3.8,0.319,26.3,10.6,359.0,0,1,0,0,0,0,0,0
2021,2021-01-06 15:00:00,0.45,5.2,8.4,13.2,47.1,37.0,,727.0,0.0,25.0,3.4,0.386,27.0,11.8,5.0,0,1,0,0,0,0,0,0
2021,2021-01-06 16:00:00,0.455,4.6,7.8,11.9,46.2,56.0,,728.0,0.0,29.0,3.3,0.321,25.9,15.4,344.0,0,1,0,0,0,0,0,0
2021,2021-01-06 17:00:00,0.468,4.3,9.6,13.3,47.1,32.0,,729.0,0.0,28.0,3.3,0.138,23.7,10.9,342.0,0,1,0,0,0,0,0,0
2021,2021-01-06 18:00:00,0.458,5.0,10.5,14.9,41.2,35.0,,730.0,0.0,22.0,4.4,0.057,21.5,14.4,324.0,0,0,0,1,0,0,0,0
2021,2021-01-06 19:00:00,0.48,4.1,14.9,18.5,33.5,54.0,,731.0,0.0,27.0,4.3,0.001,19.3,8.8,308.0,0,0,0,1,0,0,0,0
2021,2021-01-06 20:00:00,0.478,4.3,15.3,19.1,30.4,50.0,,732.0,0.0,31.0,4.5,0.0,17.9,10.0,309.0,0,0,0,1,0,0,0,0
2021,2021-01-06 21:00:00,0.449,4.6,9.6,13.6,34.7,55.0,,733.0,0.0,30.0,5.1,0.0,17.7,11.2,326.0,0,0,0,1,0,0,0,0
2021,2021-01-06 22:00:00,0.449,4.7,10.5,14.7,32.7,35.0,,733.0,0.0,32.0,4.2,0.0,16.9,10.7,318.0,0,0,0,1,0,0,0,0
2021,2021-01-06 23:00:00,0.464,4.8,9.8,14.2,33.0,29.0,,734.0,0.0,31.0,3.2,0.0,16.1,12.8,320.0,0,0,0,1,0,0,0,0
2021,2021-01-07 00:00:00,0.453,4.4,11.5,15.4,30.0,17.0,,734.0,0.0,34.0,3.6,0.0,14.9,11.7,303.0,0,0,0,1,0,0,0,0
2021,2021-01-07 01:00:00,0.498,4.5,15.9,19.9,23.0,25.0,,734.0,0.0,39.0,4.7,0.0,13.3,10.0,299.0,0,0,0,1,0,0,0,0
2021,2021-01-07 02:00:00,0.494,4.2,15.3,19.0,23.1,30.0,,734.0,0.0,41.0,5.1,0.0,12.5,8.5,302.0,0,0,0,1,0,0,0,0
2021,2021-01-07 03:00:00,0.476,3.9,12.6,16.0,25.5,20.0,,734.0,0.0,42.0,5.0,0.0,12.1,8.4,294.0,0,0,0,1,0,0,0,0
2021,2021-01-07 04:00:00,0.443,4.3,17.2,21.0,17.1,20.0,,734.0,0.0,52.0,4.1,0.0,9.3,3.9,270.0,0,0,0,0,1,0,0,0
2021,2021-01-07 05:00:00,0.506,5.2,26.4,31.0,5.8,18.0,,735.0,0.0,61.0,3.6,0.0,7.8,4.3,273.0,0,0,0,0,1,0,0,0
2021,2021-01-07 06:00:00,0.55,7.5,27.1,34.0,3.0,33.0,,735.0,0.0,65.0,3.2,0.0,7.1,4.2,280.0,0,0,0,0,1,0,0,0
2021,2021-01-07 07:00:00,0.579,15.2,27.0,41.7,2.0,48.0,,735.0,0.0,68.0,2.9,0.0,6.6,4.4,287.0,0,0,0,0,1,0,0,0
2021,2021-01-07 08:00:00,0.609,24.1,25.7,49.1,2.4,61.0,,736.0,0.0,67.0,3.1,0.014,6.6,6.8,285.0,0,0,0,0,1,0,0,0
2021,2021-01-07 09:00:00,0.678,29.8,25.3,54.4,6.6,60.0,,736.0,0.0,53.0,4.2,0.175,10.7,7.2,296.0,0,0,0,1,0,0,0,0
2021,2021-01-07 10:00:00,0.659,27.6,23.1,49.9,12.6,88.0,,736.0,0.0,40.0,9.7,0.374,14.7,5.8,314.0,0,0,0,1,0,0,0,0
2021,2021-01-07 11:00:00,0.554,14.0,16.6,30.1,26.3,99.0,,736.0,0.0,30.0,5.3,0.552,18.8,4.8,319.0,0,0,0,1,0,0,0,0
