anio,date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,WDR_E,WDR_N,WDR_NE,WDR_NO,WDR_O,WDR_S,WDR_SE,WDR_SO
2021,2021-04-24 18:00:00,0.503,4.7,5.1,9.2,55.5,43.0,,726.0,0.0,7.0,2.6,,34.7,14.9,97.0,1,0,0,0,0,0,0,0
2021,2021-04-24 19:00:00,0.472,4.8,7.0,11.3,51.0,43.0,,726.0,0.0,9.0,2.6,,33.1,11.0,99.0,1,0,0,0,0,0,0,0
2021,2021-04-24 20:00:00,0.513,4.3,12.0,15.8,42.7,34.0,,727.0,0.0,11.0,2.7,,30.5,4.4,97.0,1,0,0,0,0,0,0,0
2021,2021-04-24 21:00:00,0.416,4.5,7.8,11.8,37.6,41.0,,728.0,0.0,19.0,2.7,,26.8,1.1,147.0,0,0,0,0,0,0,1,0
2021,2021-04-24 22:00:00,0.499,4.7,7.8,12.0,27.9,105.0,,728.0,0.0,24.0,2.9,,24.1,1.1,211.0,0,0,0,0,0,0,0,1
2021,2021-04-24 23:00:00,0.712,17.4,21.0,37.7,14.5,45.0,,728.0,0.0,26.0,3.3,,23.2,1.4,104.0,1,0,0,0,0,0,0,0
2021,2021-04-25 00:00:00,0.578,5.5,11.0,16.0,31.8,54.0,,729.0,0.0,33.0,3.0,,23.6,8.5,93.0,1,0,0,0,0,0,0,0
2021,2021-04-25 01:00:00,0.493,5.2,5.6,10.3,36.2,45.0,,729.0,0.0,40.0,2.8,,23.0,9.9,82.0,1,0,0,0,0,0,0,0
2021,2021-04-25 02:00:00,0.477,5.1,5.8,10.4,39.4,35.0,,729.0,0.0,38.0,2.8,,23.0,9.3,94.0,1,0,0,0,0,0,0,0
2021,2021-04-25 03:00:00,0.591,5.1,6.0,10.6,36.7,34.0,,728.0,0.0,41.0,,,21.8,6.9,110.0,1,0,0,0,0,0,0,0
2021,2021-04-25 04:00:00,0.476,5.4,6.8,11.6,26.3,30.0,,728.0,0.0,54.0,,,18.8,2.3,266.0,0,0,0,0,1,0,0,0
2021,2021-04-25 05:00:00,0.534,9.3,11.1,19.9,14.7,21.0,,729.0,0.0,62.0,2.9,,16.8,2.9,284.0,0,0,0,0,1,0,0,0
2021,2021-04-25 06:00:00,0.566,10.9,15.6,26.0,6.7,34.0,,729.0,0.0,66.0,2.9,,16.0,3.8,281.0,0,0,0,0,1,0,0,0
2021,2021-04-25 07:00:00,0.686,15.7,18.9,34.1,6.0,33.0,,729.0,0.0,64.0,3.0,,16.2,4.2,279.0,0,0,0,0,1,0,0,0
2021,2021-04-25 08:00:00,0.75,16.7,16.0,32.2,17.6,40.0,,730.0,0.0,45.0,3.2,,22.0,2.0,282.0,0,0,0,0,1,0,0,0
2021,2021-04-25 09:00:00,0.53,7.0,7.3,13.8,40.0,49.0,,730.0,0.0,32.0,2.9,,25.2,8.3,114.0,0,0,0,0,0,0,1,0
2021,2021-04-25 10:00:00,0.479,5.8,4.4,9.6,49.7,38.0,,730.0,0.0,24.0,2.8,,27.5,14.2,110.0,1,0,0,0,0,0,0,0
2021,2021-04-25 11:00:00,0.472,5.5,4.8,9.7,52.3,25.0,,730.0,0.0,22.0,2.7,,28.9,15.4,117.0,0,0,0,0,0,0,1,0
2021,2021-04-25 12:00:00,0.503,5.6,4.7,9.7,52.4,25.0,,730.0,0.0,22.0,2.7,,29.8,17.7,118.0,0,0,0,0,0,0,1,0
2021,2021-04-25 13:00:00,0.484,5.0,4.5,9.0,48.1,24.0,,729.0,0.0,26.0,,,30.9,17.0,118.0,0,0,0,0,0,0,1,0
2021,2021-04-25 14:00:00,0.491,4.9,4.4,8.8,48.8,31.0,,728.0,0.0,20.0,2.8,,32.7,16.9,126.0,0,0,0,0,0,0,1,0
2021,2021-04-25 15:00:00,0.491,5.0,4.3,8.7,48.2,25.0,,727.0,0.0,19.0,3.0,,33.7,17.7,120.0,0,0,0,0,0,0,1,0
2021,2021-04-25 16:00:00,0.503,4.9,4.8,9.2,49.6,30.0,,726.0,0.0,15.0,2.8,,34.7,20.8,98.0,1,0,0,0,0,0,0,0
2021,2021-04-25 17:00:00,0.506,4.7,4.8,9.0,48.6,39.0,,725.0,0.0,17.0,2.8,0.52,34.7,23.4,100.0,1,0,0,0,0,0,0,0
2021,2021-04-25 18:00:00,0.527,4.4,5.1,8.9,48.7,42.0,,725.0,0.0,19.0,2.7,0.26,33.9,22.6,104.0,1,0,0,0,0,0,0,0
2021,2021-04-25 19:00:00,0.434,4.5,4.6,8.6,49.8,41.0,,725.0,0.0,21.0,2.6,0.065,32.1,22.9,110.0,1,0,0,0,0,0,0,0
2021,2021-04-25 20:00:00,0.476,4.4,4.6,8.5,48.8,42.0,,726.0,0.0,23.0,2.6,0.001,29.8,20.3,110.0,1,0,0,0,0,0,0,0
2021,2021-04-25 21:00:00,0.429,4.5,4.2,8.2,49.6,35.0,,727.0,0.0,24.0,,0.0,28.1,17.7,115.0,0,0,0,0,0,0,1,0
2021,2021-04-25 22:00:00,0.449,4.4,4.5,8.4,47.5,34.0,,727.0,0.0,27.0,,0.0,26.6,14.2,110.0,1,0,0,0,0,0,0,0
2021,2021-04-25 23:00:00,0.462,4.5,5.0,9.0,44.5,26.0,,727.0,0.0,30.0,,0.0,25.4,14.5,109.0,1,0,0,0,0,0,0,0
2021,2021-04-26 00:00:00,0.513,4.6,4.4,8.5,39.5,28.0,,727.0,0.0,36.0,2.7,0.0,24.6,14.5,108.0,1,0,0,0,0,0,0,0
2021,2021-04-26 01:00:00,0.536,4.6,5.0,9.1,31.2,27.0,,727.0,0.0,49.0,2.7,0.0,23.9,12.9,102.0,1,0,0,0,0,0,0,0
2021,2021-04-26 02:00:00,0.511,,,,25.4,25.0,,727.0,0.0,63.0,2.8,0.0,23.2,11.1,100.0,1,0,0,0,0,0,0,0
2021,2021-04-26 03:00:00,0.574,,,,23.1,28.0,,726.0,0.0,70.0,2.8,0.0,22.8,12.1,103.0,1,0,0,0,0,0,0,0
2021,2021-04-26 04:00:00,0.529,5.1,5.1,9.7,22.1,26.0,,726.0,0.0,72.0,2.9,0.0,22.8,10.6,98.0,1,0,0,0,0,0,0,0
2021,2021-04-26 05:00:00,0.586,5.6,5.8,10.8,21.1,27.0,,725.0,0.0,74.0,2.8,0.0,22.7,7.0,92.0,1,0,0,0,0,0,0,0
2021,2021-04-26 06:00:00,0.552,6.2,8.9,14.5,18.2,30.0,,725.0,0.0,75.0,2.8,0.0,22.6,7.4,86.0,1,0,0,0,0,0,0,0
2021,2021-04-26 07:00:00,0.582,6.5,7.7,13.7,17.7,33.0,,726.0,0.0,77.0,2.9,0.018,22.6,4.1,89.0,1,0,0,0,0,0,0,0
2021,2021-04-26 08:00:00,0.637,7.0,7.9,14.5,18.2,38.0,,726.0,0.0,77.0,2.9,0.081,23.1,5.7,106.0,1,0,0,0,0,0,0,0
2021,2021-04-26 09:00:00,0.646,6.5,4.7,10.7,22.3,44.0,,726.0,0.0,74.0,,0.229,24.1,7.0,124.0,0,0,0,0,0,0,1,0
2021,2021-04-26 10:00:00,0.622,7.2,5.7,12.5,25.3,47.0,,726.0,0.0,67.0,3.1,0.404,25.8,5.5,135.0,0,0,0,0,0,0,1,0
2021,2021-04-26 11:00:00,0.708,7.1,5.8,12.4,29.9,43.0,,726.0,0.0,62.0,3.5,0.603,27.2,7.1,103.0,1,0,0,0,0,0,0,0
2021,2021-04-26 12:00:00,0.609,6.7,5.9,12.2,36.2,48.0,,726.0,0.0,54.0,11.7,0.733,29.2,8.4,133.0,0,0,0,0,0,0,1,0
2021,2021-04-26 13:00:00,0.651,6.3,5.6,11.4,42.5,60.0,,725.0,0.0,48.0,18.3,0.735,30.7,11.5,139.0,0,0,0,0,0,0,1,0
2021,2021-04-26 14:00:00,0.65,6.5,5.3,11.4,40.5,54.0,,725.0,0.0,44.0,10.7,0.877,32.5,10.9,115.0,0,0,0,0,0,0,1,0
2021,2021-04-26 15:00:00,0.568,6.0,5.7,11.2,38.1,53.0,,724.0,0.0,43.0,5.3,0.622,33.1,12.6,86.0,1,0,0,0,0,0,0,0
2021,2021-04-26 16:00:00,0.598,5.8,5.7,11.0,36.3,51.0,,724.0,0.0,41.0,4.0,0.393,33.5,13.2,96.0,1,0,0,0,0,0,0,0
2021,2021-04-26 17:00:00,0.631,5.5,5.2,10.2,38.0,51.0,,723.0,0.0,38.0,3.8,0.265,34.2,11.0,106.0,1,0,0,0,0,0,0,0
2021,2021-04-26 18:00:00,0.72,5.6,6.6,11.7,35.4,50.0,,724.0,0.0,37.0,3.7,0.073,34.0,7.9,80.0,1,0,0,0,0,0,0,0
2021,2021-04-26 19:00:00,0.664,5.5,9.0,14.0,34.4,51.0,,724.0,0.0,37.0,3.5,0.031,33.5,6.0,84.0,1,0,0,0,0,0,0,0
2021,2021-04-26 20:00:00,0.615,5.2,4.5,9.2,26.0,53.0,,724.0,0.0,50.0,3.2,0.0,31.2,19.0,112.0,1,0,0,0,0,0,0,0
2021,2021-04-26 21:00:00,0.621,5.3,4.0,8.8,22.3,40.0,,726.0,0.0,59.0,3.1,0.0,28.8,18.6,111.0,1,0,0,0,0,0,0,0
2021,2021-04-26 22:00:00,0.603,5.4,4.1,8.9,21.1,37.0,,726.0,0.0,66.0,3.0,0.0,27.0,17.5,111.0,1,0,0,0,0,0,0,0
2021,2021-04-26 23:00:00,0.632,5.6,4.3,9.4,20.2,31.0,,726.0,0.0,70.0,3.0,0.0,25.9,12.0,109.0,1,0,0,0,0,0,0,0
2021,2021-04-27 00:00:00,0.608,5.8,3.6,8.9,20.6,34.0,,726.0,0.0,73.0,,0.0,25.2,13.4,114.0,0,0,0,0,0,0,1,0
2021,2021-04-27 01:00:00,0.597,5.9,4.0,9.3,19.4,29.0,,726.0,0.0,76.0,2.9,0.0,24.5,5.0,116.0,0,0,0,0,0,0,1,0
2021,2021-04-27 02:00:00,0.618,6.0,4.2,9.7,17.5,25.0,,725.0,0.0,79.0,3.0,0.0,23.9,1.6,118.0,0,0,0,0,0,0,1,0
2021,2021-04-27 03:00:00,0.568,6.1,4.6,10.2,14.5,26.0,,725.0,0.0,82.0,2.9,0.0,23.0,1.1,169.0,0,0,0,0,0,1,0,0
2021,2021-04-27 04:00:00,0.691,6.4,7.3,13.1,10.8,29.0,,724.0,0.0,85.0,3.0,0.0,22.6,1.1,111.0,1,0,0,0,0,0,0,0
2021,2021-04-27 05:00:00,0.655,7.4,7.0,13.9,12.5,31.0,,724.0,0.0,82.0,3.0,0.0,23.2,3.9,105.0,1,0,0,0,0,0,0,0
2021,2021-04-27 06:00:00,0.653,7.7,9.1,16.4,11.4,30.0,,724.0,0.0,82.0,2.9,0.0,23.3,3.5,92.0,1,0,0,0,0,0,0,0
2021,2021-04-27 07:00:00,0.653,7.9,7.8,15.2,12.3,35.0,,725.0,0.0,82.0,3.0,0.019,23.1,2.7,102.0,1,0,0,0,0,0,0,0
2021,2021-04-27 08:00:00,0.712,8.8,7.5,15.8,14.9,33.0,,725.0,0.0,79.0,3.1,0.082,23.7,3.1,59.0,0,0,1,0,0,0,0,0
2021,2021-04-27 09:00:00,0.582,8.1,6.6,14.3,18.4,43.0,,725.0,0.0,69.0,3.5,0.388,26.5,3.3,41.0,0,0,1,0,0,0,0,0
2021,2021-04-27 10:00:00,0.62,8.6,7.6,15.8,24.4,38.0,,725.0,0.0,62.0,8.7,0.558,28.2,5.4,47.0,0,0,1,0,0,0,0,0
2021,2021-04-27 11:00:00,0.662,7.0,6.8,13.3,32.0,56.0,,725.0,0.0,58.0,7.3,0.604,29.1,6.6,57.0,0,0,1,0,0,0,0,0
2021,2021-04-27 12:00:00,0.693,6.1,5.7,11.3,36.8,49.0,,725.0,0.0,55.0,6.8,0.472,29.7,8.2,99.0,1,0,0,0,0,0,0,0
2021,2021-04-27 13:00:00,0.604,5.9,6.5,11.9,39.4,43.0,,724.0,0.0,52.0,6.5,0.46,30.7,7.9,116.0,0,0,0,0,0,0,1,0
2021,2021-04-27 14:00:00,0.666,5.7,5.5,10.7,43.6,41.0,,723.0,0.0,45.0,9.7,0.552,32.3,10.9,122.0,0,0,0,0,0,0,1,0
2021,2021-04-27 15:00:00,0.667,5.9,6.5,11.9,41.5,42.0,,722.0,0.0,43.0,5.4,0.331,33.2,9.7,98.0,1,0,0,0,0,0,0,0
2021,2021-04-27 16:00:00,0.63,5.4,6.5,11.4,43.9,43.0,,722.0,0.0,39.0,4.3,0.231,34.0,11.7,102.0,1,0,0,0,0,0,0,0
2021,2021-04-27 17:00:00,0.687,5.1,5.3,9.8,44.2,47.0,,721.0,0.0,37.0,3.8,0.149,34.1,13.0,118.0,0,0,0,0,0,0,1,0
2021,2021-04-27 18:00:00,0.632,5.1,6.8,11.4,38.7,40.0,,721.0,0.0,38.0,3.5,0.102,34.0,10.5,110.0,1,0,0,0,0,0,0,0
2021,2021-04-27 19:00:00,0.733,5.4,9.0,14.0,32.5,46.0,,721.0,0.0,40.0,3.4,0.042,33.4,10.8,103.0,1,0,0,0,0,0,0,0
2021,2021-04-27 20:00:00,0.711,5.1,8.6,13.2,31.0,51.0,,721.0,0.0,41.0,3.3,0.001,32.5,6.4,98.0,1,0,0,0,0,0,0,0
2021,2021-04-27 21:00:00,0.733,5.0,5.8,10.3,26.0,43.0,,722.0,0.0,53.0,3.2,0.0,30.8,15.5,102.0,1,0,0,0,0,0,0,0
2021,2021-04-27 22:00:00,0.628,5.0,6.1,10.6,22.2,56.0,,722.0,0.0,62.0,3.1,0.0,29.0,14.7,91.0,1,0,0,0,0,0,0,0
2021,2021-04-27 23:00:00,0.686,5.1,5.1,9.7,24.0,53.0,,723.0,0.0,65.0,3.1,0.0,27.9,11.5,105.0,1,0,0,0,0,0,0,0
2021,2021-04-28 00:00:00,0.624,5.5,4.2,9.2,27.1,56.0,,723.0,0.0,67.0,,0.0,27.4,15.2,113.0,0,0,0,0,0,0,1,0
2021,2021-04-28 01:00:00,0.597,5.8,4.4,9.6,26.6,48.0,,723.0,0.0,71.0,,0.0,26.2,13.3,105.0,1,0,0,0,0,0,0,0
2021,2021-04-28 02:00:00,0.615,5.8,4.2,9.5,28.5,52.0,,723.0,0.0,71.0,,0.0,26.1,13.0,106.0,1,0,0,0,0,0,0,0
2021,2021-04-28 03:00:00,0.689,5.7,4.3,9.6,29.7,52.0,,723.0,0.0,71.0,,0.0,26.0,10.9,110.0,1,0,0,0,0,0,0,0
2021,2021-04-28 04:00:00,0.653,5.9,4.1,9.5,30.5,53.0,,723.0,0.0,73.0,3.0,0.0,25.4,9.2,112.0,1,0,0,0,0,0,0,0
2021,2021-04-28 05:00:00,0.656,6.1,6.6,12.2,27.4,59.0,,723.0,0.0,75.0,3.1,0.0,25.0,9.3,106.0,1,0,0,0,0,0,0,0
2021,2021-04-28 06:00:00,0.641,6.3,12.0,17.8,21.7,63.0,,723.0,0.0,77.0,3.1,0.0,24.5,7.6,104.0,1,0,0,0,0,0,0,0
2021,2021-04-28 07:00:00,0.672,6.5,11.5,17.6,19.5,69.0,,723.0,0.0,79.0,2.9,0.025,24.1,4.0,110.0,1,0,0,0,0,0,0,0
2021,2021-04-28 08:00:00,0.746,7.2,11.6,18.3,21.8,65.0,,723.0,0.0,77.0,3.0,0.069,24.8,7.4,106.0,1,0,0,0,0,0,0,0
2021,2021-04-28 09:00:00,0.695,6.8,7.2,13.6,27.3,59.0,,723.0,0.0,74.0,3.1,0.159,25.6,6.4,100.0,1,0,0,0,0,0,0,0
2021,2021-04-28 10:00:00,0.733,7.1,7.3,14.0,31.3,55.0,,723.0,0.0,69.0,6.3,0.415,27.0,6.7,118.0,0,0,0,0,0,0,1,0
2021,2021-04-28 11:00:00,0.626,6.6,7.0,13.1,42.8,66.0,,723.0,0.0,61.0,10.7,0.565,29.1,8.7,121.0,0,0,0,0,0,0,1,0
2021,2021-04-28 12:00:00,0.63,5.9,6.6,12.0,44.7,67.0,,722.0,0.0,55.0,10.4,0.675,30.6,9.4,99.0,1,0,0,0,0,0,0,0
2021,2021-04-28 13:00:00,0.695,5.6,5.6,10.6,45.2,59.0,,722.0,0.0,48.0,5.6,0.527,31.6,9.5,104.0,1,0,0,0,0,0,0,0
2021,2021-04-28 14:00:00,0.657,5.8,5.8,11.1,49.2,51.0,,721.0,0.0,40.0,4.6,0.841,34.2,12.1,98.0,1,0,0,0,0,0,0,0
2021,2021-04-28 15:00:00,0.756,5.8,6.0,11.3,52.1,50.0,,720.0,0.0,35.0,4.6,0.825,36.0,13.9,97.0,1,0,0,0,0,0,0,0
2021,2021-04-28 16:00:00,0.697,5.0,5.5,9.9,57.4,46.0,,719.0,0.0,33.0,6.3,0.637,36.6,11.5,107.0,1,0,0,0,0,0,0,0
2021,2021-04-28 17:00:00,0.659,4.8,4.9,9.2,54.7,50.0,,719.0,0.0,33.0,5.5,0.452,37.1,7.6,116.0,0,0,0,0,0,0,1,0
2021,2021-04-28 18:00:00,0.663,4.6,5.4,9.4,54.5,47.0,,718.0,0.0,32.0,4.0,0.235,37.4,6.3,122.0,0,0,0,0,0,0,1,0
2021,2021-04-28 19:00:00,0.686,4.6,4.8,8.9,49.8,53.0,,718.0,0.0,33.0,3.6,0.06,36.7,4.3,150.0,0,0,0,0,0,0,1,0
2021,2021-04-28 20:00:00,0.679,4.9,10.7,15.0,37.2,77.0,,719.0,0.0,38.0,3.7,0.001,34.5,1.3,149.0,0,0,0,0,0,0,1,0
2021,2021-04-28 21:00:00,0.789,4.7,10.3,14.5,39.0,71.0,,719.0,0.0,39.0,4.5,0.0,33.6,7.5,117.0,0,0,0,0,0,0,1,0
2021,2021-04-28 22:00:00,0.803,4.7,6.2,10.4,35.0,65.0,,720.0,0.0,47.0,3.7,0.0,31.6,14.2,111.0,1,0,0,0,0,0,0,0
2021,2021-04-28 23:00:00,0.786,4.8,5.1,9.4,35.5,62.0,,721.0,0.0,53.0,3.7,0.0,30.0,11.4,115.0,0,0,0,0,0,0,1,0
2021,2021-04-29 00:00:00,0.643,5.0,5.1,9.5,35.8,54.0,,721.0,0.0,58.0,,0.0,28.6,9.3,116.0,0,0,0,0,0,0,1,0
2021,2021-04-29 01:00:00,0.788,5.1,4.5,9.0,36.6,47.0,,721.0,0.0,61.0,,0.0,27.6,10.8,114.0,0,0,0,0,0,0,1,0
2021,2021-04-29 02:00:00,0.841,5.2,5.6,10.3,34.4,44.0,,721.0,0.0,65.0,3.6,0.0,26.5,6.9,105.0,1,0,0,0,0,0,0,0
2021,2021-04-29 03:00:00,0.743,5.1,6.9,11.6,32.2,45.0,,721.0,0.0,67.0,3.5,0.0,25.8,3.4,87.0,1,0,0,0,0,0,0,0
2021,2021-04-29 04:00:00,0.874,6.1,12.2,17.8,24.7,47.0,,723.0,0.0,70.0,3.4,0.0,25.4,8.2,343.0,0,1,0,0,0,0,0,0
2021,2021-04-29 05:00:00,0.844,6.0,8.6,14.2,27.8,48.0,,724.0,0.0,61.0,3.4,0.0,25.6,18.0,340.0,0,1,0,0,0,0,0,0
2021,2021-04-29 06:00:00,0.675,6.3,7.1,12.9,32.0,53.0,,724.0,0.0,53.0,3.5,0.0,24.1,19.0,345.0,0,1,0,0,0,0,0,0
2021,2021-04-29 07:00:00,0.661,6.7,7.4,13.7,31.8,50.0,,725.0,0.0,50.0,3.3,0.038,24.0,17.2,336.0,0,0,0,1,0,0,0,0
2021,2021-04-29 08:00:00,0.5,6.7,7.6,13.8,32.4,48.0,,726.0,0.0,49.0,3.2,0.229,25.0,18.5,341.0,0,1,0,0,0,0,0,0
2021,2021-04-29 09:00:00,0.609,6.4,6.5,12.4,35.1,51.0,,727.0,0.0,44.0,3.0,0.465,26.3,19.3,340.0,0,1,0,0,0,0,0,0
2021,2021-04-29 10:00:00,0.665,6.0,6.3,11.7,37.1,59.0,,727.0,0.0,42.0,3.0,0.632,26.7,22.2,337.0,0,0,0,1,0,0,0,0
2021,2021-04-29 11:00:00,0.794,5.2,5.8,10.4,40.7,65.0,,727.0,0.0,39.0,,0.787,27.5,20.1,344.0,0,1,0,0,0,0,0,0
2021,2021-04-29 12:00:00,0.934,5.2,5.7,10.4,42.0,48.0,,727.0,0.0,36.0,2.9,0.886,28.6,17.8,344.0,0,1,0,0,0,0,0,0
2021,2021-04-29 13:00:00,0.843,,,,42.5,42.0,,727.0,0.0,34.0,2.8,0.938,29.9,15.8,356.0,0,1,0,0,0,0,0,0
2021,2021-04-29 14:00:00,0.852,5.0,5.7,10.2,43.4,36.0,,726.0,0.0,32.0,2.9,0.916,30.7,16.6,346.0,0,1,0,0,0,0,0,0
2021,2021-04-29 15:00:00,0.777,4.6,5.5,9.5,44.3,31.0,,726.0,0.0,30.0,2.9,0.828,31.6,12.6,337.0,0,0,0,1,0,0,0,0
2021,2021-04-29 16:00:00,0.914,5.2,5.3,10.0,44.5,28.0,,726.0,0.0,29.0,2.8,0.701,32.2,12.2,332.0,0,0,0,1,0,0,0,0
2021,2021-04-29 17:00:00,0.774,5.0,5.5,10.0,44.0,29.0,,726.0,0.0,28.0,2.8,0.535,32.7,11.9,321.0,0,0,0,1,0,0,0,0
2021,2021-04-29 18:00:00,0.751,4.9,5.9,10.2,42.8,26.0,,726.0,0.0,29.0,,0.18,31.8,10.1,329.0,0,0,0,1,0,0,0,0
2021,2021-04-29 19:00:00,0.639,5.0,7.2,11.7,42.3,22.0,,727.0,0.0,30.0,,0.025,30.6,11.1,353.0,0,1,0,0,0,0,0,0
2021,2021-04-29 20:00:00,0.638,4.6,5.4,9.5,46.5,29.0,,728.0,0.0,32.0,3.2,0.0,28.8,14.2,349.0,0,1,0,0,0,0,0,0
2021,2021-04-29 21:00:00,0.532,5.0,7.1,11.6,42.5,35.0,,728.0,0.0,34.0,3.0,0.0,27.8,13.6,344.0,0,1,0,0,0,0,0,0
2021,2021-04-29 22:00:00,0.657,5.0,9.7,14.3,39.5,28.0,,729.0,0.0,36.0,2.8,0.0,27.5,7.5,347.0,0,1,0,0,0,0,0,0
2021,2021-04-29 23:00:00,0.574,4.9,9.4,13.8,41.7,26.0,,730.0,0.0,38.0,2.8,0.0,27.1,11.7,339.0,0,1,0,0,0,0,0,0
2021,2021-04-30 00:00:00,0.639,4.9,10.8,15.3,36.8,22.0,,730.0,0.0,41.0,,0.0,26.3,12.8,339.0,0,1,0,0,0,0,0,0
2021,2021-04-30 01:00:00,0.561,5.3,7.9,12.8,34.7,21.0,,730.0,0.0,45.0,2.7,0.0,25.4,13.7,334.0,0,0,0,1,0,0,0,0
2021,2021-04-30 02:00:00,0.574,5.3,5.9,10.7,34.8,11.0,,730.0,2.2,53.0,2.7,0.0,23.6,13.9,329.0,0,0,0,1,0,0,0,0
2021,2021-04-30 03:00:00,0.577,5.5,10.9,15.9,28.4,13.0,,730.0,2.4,66.0,,0.002,20.7,7.2,332.0,0,0,0,1,0,0,0,0
2021,2021-04-30 04:00:00,0.644,5.7,9.2,14.4,31.0,11.0,,729.0,0.0,54.0,2.8,0.0,22.0,4.0,328.0,0,0,0,1,0,0,0,0
2021,2021-04-30 05:00:00,0.564,6.1,7.8,13.4,33.6,8.0,,729.0,0.0,51.0,2.8,0.0,22.4,13.9,326.0,0,0,0,1,0,0,0,0
2021,2021-04-30 06:00:00,0.659,6.4,8.3,14.2,30.9,12.0,,729.0,0.0,55.0,,0.0,21.7,13.9,324.0,0,0,0,1,0,0,0,0
2021,2021-04-30 07:00:00,0.665,6.9,9.4,15.8,28.5,13.0,,729.0,0.0,58.0,,0.044,21.2,16.1,322.0,0,0,0,1,0,0,0,0
2021,2021-04-30 08:00:00,0.62,7.1,9.4,16.1,28.8,17.0,,730.0,0.0,55.0,,0.144,21.9,17.2,337.0,0,0,0,1,0,0,0,0
2021,2021-04-30 09:00:00,0.63,6.8,8.4,14.7,27.9,16.0,,731.0,0.0,57.0,,0.194,22.0,19.8,340.0,0,1,0,0,0,0,0,0
2021,2021-04-30 10:00:00,0.573,7.1,8.3,14.9,28.1,15.0,,732.0,0.0,54.0,,0.174,22.6,17.6,334.0,0,0,0,1,0,0,0,0
2021,2021-04-30 11:00:00,0.593,6.4,8.1,14.0,31.0,29.0,,732.0,0.0,53.0,,0.134,22.7,16.1,334.0,0,0,0,1,0,0,0,0
2021,2021-04-30 12:00:00,0.531,6.8,6.9,13.2,33.5,18.0,,732.0,0.0,51.0,2.7,0.517,23.8,16.2,329.0,0,0,0,1,0,0,0,0
2021,2021-04-30 13:00:00,0.618,6.2,5.9,11.6,37.0,11.0,,731.0,0.0,48.0,2.8,0.513,24.5,16.7,339.0,0,1,0,0,0,0,0,0
2021,2021-04-30 14:00:00,0.539,6.1,6.7,12.3,37.0,17.0,,730.0,0.0,47.0,2.8,0.237,24.7,15.2,342.0,0,1,0,0,0,0,0,0
2021,2021-04-30 15:00:00,0.591,5.9,7.4,12.8,33.6,5.0,,730.0,2.6,53.0,2.7,0.052,23.2,16.4,314.0,0,0,0,1,0,0,0,0
2021,2021-04-30 16:00:00,0.651,6.6,8.4,14.5,31.0,21.0,,730.0,0.2,74.0,2.8,0.235,20.4,16.0,315.0,0,0,0,1,0,0,0,0
2021,2021-04-30 17:00:00,0.605,6.0,8.1,13.6,31.7,20.0,,729.0,0.0,65.0,2.8,0.112,21.8,12.1,323.0,0,0,0,1,0,0,0,0
2021,2021-04-30 18:00:00,0.64,6.1,8.9,14.5,30.8,5.0,,729.0,0.6,65.0,,0.052,21.4,11.5,316.0,0,0,0,1,0,0,0,0
2021,2021-04-30 19:00:00,0.628,5.8,11.0,16.3,25.2,10.0,,730.0,0.4,78.0,2.7,0.012,19.5,9.3,318.0,0,0,0,1,0,0,0,0
2021,2021-04-30 20:00:00,0.736,5.9,12.2,17.5,23.8,9.0,,730.0,1.2,81.0,2.8,0.001,18.9,5.4,322.0,0,0,0,1,0,0,0,0
2021,2021-04-30 21:00:00,0.789,5.9,13.6,19.1,21.3,6.0,,731.0,0.8,83.0,2.8,0.0,18.7,5.4,314.0,0,0,0,1,0,0,0,0
2021,2021-04-30 22:00:00,0.819,,,,21.4,6.0,,731.0,0.4,87.0,,0.002,18.3,5.9,288.0,0,0,0,0,1,0,0,0
2021,2021-04-30 23:00:00,0.724,6.4,10.6,16.5,17.0,10.0,,731.0,0.2,87.0,2.7,0.0,18.4,2.0,267.0,0,0,0,0,1,0,0,0
2021,2021-05-01 00:00:00,,,,,,,,,,,,0.0,,,,0,0,0,0,0,0,0,0
2021,2021-05-01 01:00:00,0.812,7.5,18.1,25.1,10.4,14.0,,730.0,0.4,88.0,2.9,0.002,18.6,8.2,307.0,0,0,0,1,0,0,0,0
2021,2021-05-01 02:00:00,0.754,6.3,10.0,15.8,23.1,11.0,,730.0,0.0,85.0,2.9,0.0,18.8,4.3,321.0,0,0,0,1,0,0,0,0
2021,2021-05-01 03:00:00,0.756,6.4,10.3,16.1,17.4,12.0,,729.0,0.0,86.0,,0.0,18.7,6.0,301.0,0,0,0,1,0,0,0,0
2021,2021-05-01 04:00:00,0.722,6.7,12.8,19.1,12.5,10.0,,728.0,0.0,87.0,3.0,0.0,18.7,7.2,297.0,0,0,0,1,0,0,0,0
2021,2021-05-01 05:00:00,0.715,6.8,13.7,20.1,9.7,11.0,,728.0,0.0,88.0,3.0,0.0,18.6,7.3,281.0,0,0,0,0,1,0,0,0
2021,2021-05-01 06:00:00,0.67,7.0,11.5,18.0,15.9,8.0,,729.0,0.0,87.0,2.9,0.0,18.6,8.1,296.0,0,0,0,1,0,0,0,0
2021,2021-05-01 07:00:00,0.731,6.6,11.7,17.9,16.2,12.0,,729.0,0.0,84.0,2.9,0.008,19.0,12.1,285.0,0,0,0,0,1,0,0,0
