station_id,n_hidden,mae,rmse,mre_percent,r2,pm25_gt_pm10_percent,nox_o3_pearson
NE3,20482,12.442471631745722,29.560152465271486,58.22585821889514,0.9762572340144811,0.0,-0.41176439495921907
